cond_numeric	pair	participant_a	participant_b	rank_r	z_transformed_rank_r	adjusted_mutual_info	adjusted_rand_index
-1	CEL_baseline_113,CEL_baseline_114	CEL_baseline_113	CEL_baseline_114	0.09557597882938433	0.09586860581504815	0.14941650371995763	0.06710310965630115
-1	CEL_baseline_113,CEL_baseline_115	CEL_baseline_113	CEL_baseline_115	0.022587243640326465	0.02259108603016153	-0.016293503100637503	-0.011158798283261802
-1	CEL_baseline_113,CEL_baseline_116	CEL_baseline_113	CEL_baseline_116	0.09971642472992522	0.1000489162610334	0.09606902625642283	0.08389585342333655
-1	CEL_baseline_113,CEL_baseline_118	CEL_baseline_113	CEL_baseline_118	-0.011046676736631967	-0.011047126108085847	-0.10840048783540447	-0.07773851590106007
-1	CEL_baseline_113,CEL_baseline_120	CEL_baseline_113	CEL_baseline_120	0.09016039215278428	0.09040589214935305	0.2407013937983208	0.13427561837455831
-1	CEL_baseline_113,CEL_baseline_123	CEL_baseline_113	CEL_baseline_123	0.04845925578411769	0.04849724160132023	0.1401271892344671	0.10094637223974763
-1	CEL_baseline_113,CEL_baseline_124	CEL_baseline_113	CEL_baseline_124	0.08688351188908376	0.08710312792728869	0.33599537271751473	0.2199794731440301
-1	CEL_baseline_113,CEL_baseline_125	CEL_baseline_113	CEL_baseline_125	0.35339487753881044	0.36931782574958005	0.09145477334653805	0.04386360222322368
-1	CEL_baseline_113,CEL_baseline_126	CEL_baseline_113	CEL_baseline_126	0.031238553066705154	0.0312487203719013	0.13767469813809677	0.08669527896995709
-1	CEL_baseline_113,CEL_baseline_128	CEL_baseline_113	CEL_baseline_128	-0.28367521648941424	-0.2916744166138199	0.14385004056329467	0.07876306432496498
-1	CEL_baseline_113,CEL_baseline_129	CEL_baseline_113	CEL_baseline_129	-0.0983429780331796	-0.09866186670664158	0.17302603154187587	0.11214953271028037
-1	CEL_baseline_113,CEL_baseline_130	CEL_baseline_113	CEL_baseline_130	0.10072066806961905	0.10106334839937567	0.00042589112435435523	0.0026246719160104987
-1	CEL_baseline_113,CEL_baseline_131	CEL_baseline_113	CEL_baseline_131	-0.019986088760463795	-0.019988750504463523	-0.008648067620603057	-0.005901753167852804
-1	CEL_baseline_113,CEL_baseline_133	CEL_baseline_113	CEL_baseline_133	0.06987722713656391	0.06999129430647033	0.034937989693567574	0.0068925904652498565
-1	CEL_baseline_113,CEL_baseline_134	CEL_baseline_113	CEL_baseline_134	-0.05431145537130977	-0.054364951535127375	-0.013049066996704519	-0.01940981537004892
-1	CEL_baseline_113,CEL_baseline_135	CEL_baseline_113	CEL_baseline_135	-0.21905675209780173	-0.22266510170514597	-0.14517676688275521	-0.09884332281808622
-1	CEL_baseline_113,CEL_baseline_137	CEL_baseline_113	CEL_baseline_137	0.09813597619532513	0.09845284762593737	0.1179804347579939	0.11294666906087268
-1	CEL_baseline_113,CEL_baseline_162	CEL_baseline_113	CEL_baseline_162	-0.15359984195644746	-0.15482519085096402	0.004046343151373169	-0.018360132284182918
-1	CEL_baseline_113,CEL_baseline_165	CEL_baseline_113	CEL_baseline_165	0.0020002716418448447	0.002000274309604631	0.078113230423693	0.044711797450170586
-1	CEL_baseline_113,CEL_baseline_166	CEL_baseline_113	CEL_baseline_166	0.019212327498732494	0.019214691865714017	0.3160869415950383	0.21716738197424892
-1	CEL_baseline_113,CEL_baseline_167	CEL_baseline_113	CEL_baseline_167	-0.01955805061567627	-0.019560544952701965	0.01547254972964268	0.0035706315554563713
-1	CEL_baseline_113,CEL_baseline_168	CEL_baseline_113	CEL_baseline_168	0.05566142182794737	0.055719012213773726	0.08631794094400162	0.07766990291262135
-1	CEL_baseline_113,CEL_baseline_169	CEL_baseline_113	CEL_baseline_169	0.25569517099105726	0.2614969759922584	0.17434413159919923	0.11602527283170591
-1	CEL_baseline_113,CEL_baseline_170	CEL_baseline_113	CEL_baseline_170	-0.09237392424626226	-0.09263801811145723	-0.07322891767320801	-0.04765655769988184
-1	CEL_baseline_113,CEL_baseline_171	CEL_baseline_113	CEL_baseline_171	0.20603451469291964	0.20902650255510138	0.15924617631792054	0.1061601278182141
-1	CEL_baseline_113,CEL_baseline_172	CEL_baseline_113	CEL_baseline_172	-0.07107902654308275	-0.0711990931992963	0.06271766674919294	0.032824293487800596
-1	CEL_baseline_113,CEL_baseline_173	CEL_baseline_113	CEL_baseline_173	0.12525054636705812	0.12591174553749013	-0.030994062062304793	-0.008645533141210375
-1	CEL_baseline_113,CEL_baseline_176	CEL_baseline_113	CEL_baseline_176	-0.009169931842876428	-0.009170188881851286	0.06753159121877511	0.03124321978737253
-1	CEL_baseline_113,CEL_baseline_177	CEL_baseline_113	CEL_baseline_177	-0.0815906555987303	-0.08177243283031888	0.07727506900198279	0.05054566341183228
-1	CEL_baseline_113,CEL_baseline_179	CEL_baseline_113	CEL_baseline_179	-0.07416584008722357	-0.0743022754984772	-0.0374979931211444	-0.013219167793300285
-1	CEL_baseline_113,CEL_baseline_181	CEL_baseline_113	CEL_baseline_181	-0.1101539702605134	-0.11060277458298938	-0.06414831980457407	-0.04002736914129319
-1	CEL_baseline_113,CEL_baseline_182	CEL_baseline_113	CEL_baseline_182	0.015254041983752506	0.015255225281930258	0.07727506900198279	0.05054566341183228
-1	CEL_baseline_113,CEL_baseline_183	CEL_baseline_113	CEL_baseline_183	-0.026741577696695884	-0.02674795484064738	0.19806929902896975	0.125143890807433
-1	CEL_baseline_113,CEL_baseline_184	CEL_baseline_113	CEL_baseline_184	-0.12500617377107737	-0.12566348591281368	0.021354168370851887	0.016793595000976373
-1	CEL_baseline_113,CEL_baseline_185	CEL_baseline_113	CEL_baseline_185	0.17305911453871123	0.1748185158203838	0.32043127198894145	0.2490118577075099
-1	CEL_baseline_113,CEL_baseline_186	CEL_baseline_113	CEL_baseline_186	-0.10165124625465081	-0.10200355303226959	0.1899327031712123	0.11257851505878563
-1	CEL_baseline_113,CEL_baseline_187	CEL_baseline_113	CEL_baseline_187	-0.04882927451691567	-0.04886813797732971	0.07811323042369295	0.044711797450170586
-1	CEL_baseline_113,CEL_baseline_188	CEL_baseline_113	CEL_baseline_188	-0.0433392189066383	-0.04336638403766843	0.17252369583557423	0.1417278373800113
-1	CEL_baseline_113,CEL_baseline_189	CEL_baseline_113	CEL_baseline_189	-0.13876667393900277	-0.1396678144026824	0.009023056820078515	-0.008645533141210375
-1	CEL_baseline_113,CEL_baseline_191	CEL_baseline_113	CEL_baseline_191	-0.1590415198709295	-0.16040318873154166	0.005874873069593689	0.010607521697203472
-1	CEL_baseline_113,CEL_baseline_193	CEL_baseline_113	CEL_baseline_193	0.28039791084696825	0.28811388558348255	0.25777543400307135	0.19910736424497893
-1	CEL_baseline_113,CEL_baseline_195	CEL_baseline_113	CEL_baseline_195	0.004683744361397385	0.004683778611668338	0.03894806656037162	0.01791867677463818
-1	CEL_baseline_113,CEL_baseline_196	CEL_baseline_113	CEL_baseline_196	0.0392642682814713	0.039284464648479386	0.22244604060820838	0.14936178319679938
-1	CEL_baseline_113,CEL_baseline_197	CEL_baseline_113	CEL_baseline_197	-0.1105234563766688	-0.11097681450184692	0.05895987088397025	0.028268551236749116
-1	CEL_baseline_114,CEL_baseline_115	CEL_baseline_114	CEL_baseline_115	-0.03853150594723628	-0.038550591898256346	0.24474631489508794	0.15847750865051904
-1	CEL_baseline_114,CEL_baseline_116	CEL_baseline_114	CEL_baseline_116	0.0814668477589826	0.0816477965407997	0.1056204540619643	0.08667152221412965
-1	CEL_baseline_114,CEL_baseline_118	CEL_baseline_114	CEL_baseline_118	0.0030868008396098285	0.0030868106436945895	-0.04084923574726649	-0.021798365122615803
-1	CEL_baseline_114,CEL_baseline_120	CEL_baseline_114	CEL_baseline_120	-0.05522537947571116	-0.05528162534009823	-0.0030471760968670872	-0.021798365122615803
-1	CEL_baseline_114,CEL_baseline_123	CEL_baseline_114	CEL_baseline_123	0.056690593001821846	0.056751441562456095	0.1072225301723492	0.09853113219810217
-1	CEL_baseline_114,CEL_baseline_124	CEL_baseline_114	CEL_baseline_124	0.012256657200477427	0.012257271010551863	-0.04935876538635423	-0.04830537101677739
-1	CEL_baseline_114,CEL_baseline_125	CEL_baseline_114	CEL_baseline_125	-0.17043256369099063	-0.1721121340779155	-0.0949166019919475	-0.0743533082022618
-1	CEL_baseline_114,CEL_baseline_126	CEL_baseline_114	CEL_baseline_126	0.023764250730542863	0.023768725784903594	-0.12314713942634206	-0.05190311418685121
-1	CEL_baseline_114,CEL_baseline_128	CEL_baseline_114	CEL_baseline_128	0.07138359214610464	0.07150521202084724	0.17787669913900545	0.12967608245173956
-1	CEL_baseline_114,CEL_baseline_129	CEL_baseline_114	CEL_baseline_129	0.13376302132584847	0.13456948399425822	0.5533169970139298	0.4643528379902268
-1	CEL_baseline_114,CEL_baseline_130	CEL_baseline_114	CEL_baseline_130	0.021788698193192575	0.021792147218075236	0.04321596544004832	0.05550952775476388
-1	CEL_baseline_114,CEL_baseline_131	CEL_baseline_114	CEL_baseline_131	0.023616084290241594	0.02362047614306808	0.37642940691787613	0.27319515927110866
-1	CEL_baseline_114,CEL_baseline_133	CEL_baseline_114	CEL_baseline_133	0.01597728114582047	0.01597864087965006	-0.007238309530188529	0.0011305822498586771
-1	CEL_baseline_114,CEL_baseline_134	CEL_baseline_114	CEL_baseline_134	0.013623081038811375	0.013623923894319415	-0.0016615602983154573	0.013709570078530547
-1	CEL_baseline_114,CEL_baseline_135	CEL_baseline_114	CEL_baseline_135	0.002806930896818537	0.002806938268659566	0.28054744965890926	0.17262446379825816
-1	CEL_baseline_114,CEL_baseline_137	CEL_baseline_114	CEL_baseline_137	0.006214759023747787	0.006214839036957166	0.12064001187172514	0.11453184578449371
-1	CEL_baseline_114,CEL_baseline_162	CEL_baseline_114	CEL_baseline_162	0.05451701856196239	0.054571125187976986	0.26944145829655103	0.20842247494651503
-1	CEL_baseline_114,CEL_baseline_165	CEL_baseline_114	CEL_baseline_165	-0.0005515129564573928	-0.0005515130123746657	0.3052832363804711	0.2218613190227369
-1	CEL_baseline_114,CEL_baseline_166	CEL_baseline_114	CEL_baseline_166	-0.18348767337531383	-0.18558950214855657	0.13374044465696894	0.07958477508650519
-1	CEL_baseline_114,CEL_baseline_167	CEL_baseline_114	CEL_baseline_167	0.22433222208503106	0.22821327112308282	0.298071556520684	0.1923017467923945
-1	CEL_baseline_114,CEL_baseline_168	CEL_baseline_114	CEL_baseline_168	-0.0761328559081368	-0.07628046363989079	-0.06904104579759188	-0.06741573033707865
-1	CEL_baseline_114,CEL_baseline_169	CEL_baseline_114	CEL_baseline_169	0.010890233362143474	0.01089066390977943	-0.05815316808601679	-0.06331260599208592
-1	CEL_baseline_114,CEL_baseline_170	CEL_baseline_114	CEL_baseline_170	0.09006050129645633	0.09030518354992648	-0.020861695127575727	0.007652131665249605
-1	CEL_baseline_114,CEL_baseline_171	CEL_baseline_114	CEL_baseline_171	0.29658805613861794	0.3057744104705251	0.5277282851694314	0.3993255585218491
-1	CEL_baseline_114,CEL_baseline_172	CEL_baseline_114	CEL_baseline_172	0.17843355146725934	0.18036425787881796	0.22223097961326543	0.20313155319446385
-1	CEL_baseline_114,CEL_baseline_173	CEL_baseline_114	CEL_baseline_173	0.0017203770012758773	0.0017203786985437897	-0.10428962389129787	-0.09181141439205956
-1	CEL_baseline_114,CEL_baseline_176	CEL_baseline_114	CEL_baseline_176	0.08356621626698044	0.08376155840457235	0.17336793391196986	0.1430973857208378
-1	CEL_baseline_114,CEL_baseline_177	CEL_baseline_114	CEL_baseline_177	0.0906367041198502	0.09088612856859385	0.4477829003687119	0.3448275862068966
-1	CEL_baseline_114,CEL_baseline_179	CEL_baseline_114	CEL_baseline_179	-0.015993744083631724	-0.01599510802542035	0.07642215627716957	0.04913557779799818
-1	CEL_baseline_114,CEL_baseline_181	CEL_baseline_114	CEL_baseline_181	-0.018101000123472034	-0.018102977420200745	-0.0493587653863542	-0.04830537101677739
