"","subjCode","cluster_ID","cluster_nc","cond","is_A","is_protoA","is_protoB","num_items","is_prototype","Condition","prop_A","prop_B","purity"
"359","CEL_169",1,2,1,10,1,0,11,"A","With Labels",0.909090909090909,0.0909090909090909,0.909090909090909
"360","CEL_171",1,2,1,6,1,1,8,"AB","With Labels",0.75,0.25,0.75
"361","CEL_172a",1,2,1,5,1,1,7,"AB","With Labels",0.714285714285714,0.285714285714286,0.714285714285714
"362","CEL_175",1,2,1,10,1,0,10,"A","With Labels",1,0,1
"363","CEL_178",1,2,1,7,1,1,8,"AB","With Labels",0.875,0.125,0.875
"364","CEL_183",1,2,1,10,1,0,10,"A","With Labels",1,0,1
"365","CEL_186",1,2,1,8,1,0,11,"A","With Labels",0.727272727272727,0.272727272727273,0.727272727272727
"366","CEL_187",1,2,1,6,1,0,9,"A","With Labels",0.666666666666667,0.333333333333333,0.666666666666667
"367","CEL_190",1,2,1,9,1,0,9,"A","With Labels",1,0,1
"368","CEL_198",1,2,1,8,1,1,17,"AB","With Labels",0.470588235294118,0.529411764705882,0.529411764705882
"369","CEL_214",1,2,1,5,1,0,11,"A","With Labels",0.454545454545455,0.545454545454545,0.545454545454545
"370","CEL_220",1,2,1,5,1,1,9,"AB","With Labels",0.555555555555556,0.444444444444444,0.555555555555556
"371","CEL_224",1,2,1,7,1,0,8,"A","With Labels",0.875,0.125,0.875
"372","CEL_retention_101",1,2,1,10,1,0,10,"A","With Labels",1,0,1
"373","CEL_retention_103",1,2,1,10,1,1,12,"AB","With Labels",0.833333333333333,0.166666666666667,0.833333333333333
"374","CEL_retention_106",1,2,1,10,1,0,10,"A","With Labels",1,0,1
"375","CEL_147",2,2,1,0,0,1,8,"B","With Labels",0,1,1
"376","CEL_149",2,2,1,1,0,1,10,"B","With Labels",0.1,0.9,0.9
"377","CEL_150",2,2,1,0,0,1,10,"B","With Labels",0,1,1
"378","CEL_159",2,2,1,9,0,0,10,"None","With Labels",0.9,0.1,0.9
"379","CEL_163",2,2,1,0,0,1,9,"B","With Labels",0,1,1
"380","CEL_166",2,2,1,0,0,1,9,"B","With Labels",0,1,1
"381","CEL_169",2,2,1,0,0,1,9,"B","With Labels",0,1,1
"382","CEL_171",2,2,1,4,0,0,12,"None","With Labels",0.333333333333333,0.666666666666667,0.666666666666667
"383","CEL_172a",2,2,1,5,0,0,13,"None","With Labels",0.384615384615385,0.615384615384615,0.615384615384615
"384","CEL_175",2,2,1,0,0,1,10,"B","With Labels",0,1,1
"385","CEL_178",2,2,1,3,0,0,12,"None","With Labels",0.25,0.75,0.75
"386","CEL_183",2,2,1,0,0,1,10,"B","With Labels",0,1,1
"387","CEL_186",2,2,1,2,0,1,9,"B","With Labels",0.222222222222222,0.777777777777778,0.777777777777778
"388","CEL_187",2,2,1,4,0,1,11,"B","With Labels",0.363636363636364,0.636363636363636,0.636363636363636
"389","CEL_190",2,2,1,1,0,1,11,"B","With Labels",0.0909090909090909,0.909090909090909,0.909090909090909
"390","CEL_198",2,2,1,2,0,0,3,"None","With Labels",0.666666666666667,0.333333333333333,0.666666666666667
"391","CEL_214",2,2,1,5,0,1,9,"B","With Labels",0.555555555555556,0.444444444444444,0.555555555555556
"392","CEL_220",2,2,1,5,0,0,11,"None","With Labels",0.454545454545455,0.545454545454545,0.545454545454545
"393","CEL_224",2,2,1,3,0,1,12,"B","With Labels",0.25,0.75,0.75
"394","CEL_retention_101",2,2,1,0,0,1,10,"B","With Labels",0,1,1
"395","CEL_retention_103",2,2,1,0,0,0,8,"None","With Labels",0,1,1
"396","CEL_retention_106",2,2,1,0,0,1,10,"B","With Labels",0,1,1
"397","CEL_156",1,3,1,10,1,0,10,"A","With Labels",1,0,1
"398","CEL_162",1,3,1,2,1,1,4,"AB","With Labels",0.5,0.5,0.5
"399","CEL_165",1,3,1,8,1,0,8,"A","With Labels",1,0,1
"400","CEL_174",1,3,1,10,1,0,12,"A","With Labels",0.833333333333333,0.166666666666667,0.833333333333333
"401","CEL_180",1,3,1,8,1,0,8,"A","With Labels",1,0,1
"402","CEL_181",1,3,1,5,1,0,6,"A","With Labels",0.833333333333333,0.166666666666667,0.833333333333333
"403","CEL_195",1,3,1,8,1,1,10,"AB","With Labels",0.8,0.2,0.8
"404","CEL_226",1,3,1,10,1,0,10,"A","With Labels",1,0,1
"405","CEL_156",2,3,1,0,0,1,9,"B","With Labels",0,1,1
"406","CEL_162",2,3,1,3,0,0,6,"None","With Labels",0.5,0.5,0.5
"407","CEL_165",2,3,1,2,0,1,7,"B","With Labels",0.285714285714286,0.714285714285714,0.714285714285714
"408","CEL_174",2,3,1,0,0,1,4,"B","With Labels",0,1,1
"409","CEL_180",2,3,1,2,0,1,10,"B","With Labels",0.2,0.8,0.8
"410","CEL_181",2,3,1,5,0,1,7,"B","With Labels",0.714285714285714,0.285714285714286,0.714285714285714
"411","CEL_195",2,3,1,2,0,0,4,"None","With Labels",0.5,0.5,0.5
"412","CEL_226",2,3,1,0,0,1,5,"B","With Labels",0,1,1
"413","CEL_156",3,3,1,0,0,0,1,"None","With Labels",0,1,1
"414","CEL_162",3,3,1,5,0,0,10,"None","With Labels",0.5,0.5,0.5
"415","CEL_165",3,3,1,0,0,0,5,"None","With Labels",0,1,1
"416","CEL_174",3,3,1,0,0,0,4,"None","With Labels",0,1,1
"417","CEL_180",3,3,1,0,0,0,2,"None","With Labels",0,1,1
"418","CEL_181",3,3,1,0,0,0,7,"None","With Labels",0,1,1
"419","CEL_195",3,3,1,0,0,0,6,"None","With Labels",0,1,1
"420","CEL_226",3,3,1,0,0,0,5,"None","With Labels",0,1,1
"421","CEL_189",1,4,1,3,1,1,5,"AB","With Labels",0.6,0.4,0.6
"422","CEL_194",1,4,1,2,1,1,6,"AB","With Labels",0.333333333333333,0.666666666666667,0.666666666666667
"423","CEL_43",1,4,1,6,1,0,6,"A","With Labels",1,0,1
"424","CEL_retention_107",1,4,1,4,1,0,4,"A","With Labels",1,0,1
"425","CEL_189",2,4,1,7,0,0,7,"None","With Labels",1,0,1
"426","CEL_194",2,4,1,5,0,0,5,"None","With Labels",1,0,1
"427","CEL_43",2,4,1,3,0,1,6,"B","With Labels",0.5,0.5,0.5
"428","CEL_retention_107",2,4,1,6,0,0,6,"None","With Labels",1,0,1
"429","CEL_189",3,4,1,0,0,0,5,"None","With Labels",0,1,1
"430","CEL_194",3,4,1,3,0,0,5,"None","With Labels",0.6,0.4,0.6
"431","CEL_43",3,4,1,1,0,0,4,"None","With Labels",0.25,0.75,0.75
"432","CEL_retention_107",3,4,1,0,0,1,6,"B","With Labels",0,1,1
"433","CEL_189",4,4,1,0,0,0,3,"None","With Labels",0,1,1
"434","CEL_194",4,4,1,0,0,0,4,"None","With Labels",0,1,1
"435","CEL_43",4,4,1,0,0,0,4,"None","With Labels",0,1,1
"436","CEL_retention_107",4,4,1,0,0,0,4,"None","With Labels",0,1,1
"437","CEL_152",1,5,1,1,1,1,2,"AB","With Labels",0.5,0.5,0.5
"438","CEL_155",1,5,1,5,1,0,5,"A","With Labels",1,0,1
"439","CEL_177",1,5,1,1,1,1,2,"AB","With Labels",0.5,0.5,0.5
"440","CEL_152",2,5,1,4,0,0,6,"None","With Labels",0.666666666666667,0.333333333333333,0.666666666666667
"441","CEL_155",2,5,1,3,0,0,3,"None","With Labels",1,0,1
"442","CEL_177",2,5,1,7,0,0,7,"None","With Labels",1,0,1
"443","CEL_152",3,5,1,5,0,0,6,"None","With Labels",0.833333333333333,0.166666666666667,0.833333333333333
"444","CEL_155",3,5,1,2,0,0,3,"None","With Labels",0.666666666666667,0.333333333333333,0.666666666666667
"445","CEL_177",3,5,1,2,0,0,3,"None","With Labels",0.666666666666667,0.333333333333333,0.666666666666667
"446","CEL_152",4,5,1,0,0,0,4,"None","With Labels",0,1,1
"447","CEL_155",4,5,1,0,0,1,4,"B","With Labels",0,1,1
"448","CEL_177",4,5,1,0,0,0,6,"None","With Labels",0,1,1
"449","CEL_152",5,5,1,0,0,0,2,"None","With Labels",0,1,1
"450","CEL_155",5,5,1,0,0,0,5,"None","With Labels",0,1,1
"451","CEL_177",5,5,1,0,0,0,2,"None","With Labels",0,1,1
"452","CEL_130",1,7,1,6,1,0,6,"A","With Labels",1,0,1
"453","CEL_146",1,7,1,3,1,0,3,"A","With Labels",1,0,1
"454","CEL_153",1,7,1,3,1,0,3,"A","With Labels",1,0,1
"455","CEL_158",1,7,1,2,1,0,3,"A","With Labels",0.666666666666667,0.333333333333333,0.666666666666667
"456","CEL_130",2,7,1,2,0,0,2,"None","With Labels",1,0,1
"457","CEL_146",2,7,1,4,0,0,4,"None","With Labels",1,0,1
"458","CEL_153",2,7,1,2,0,0,3,"None","With Labels",0.666666666666667,0.333333333333333,0.666666666666667
"459","CEL_158",2,7,1,3,0,0,3,"None","With Labels",1,0,1
"460","CEL_130",3,7,1,2,0,0,2,"None","With Labels",1,0,1
"461","CEL_146",3,7,1,3,0,0,5,"None","With Labels",0.6,0.4,0.6
"462","CEL_153",3,7,1,3,0,0,4,"None","With Labels",0.75,0.25,0.75
"463","CEL_158",3,7,1,3,0,0,3,"None","With Labels",1,0,1
"464","CEL_130",4,7,1,0,0,1,3,"B","With Labels",0,1,1
"465","CEL_146",4,7,1,0,0,1,2,"B","With Labels",0,1,1
"466","CEL_153",4,7,1,2,0,0,2,"None","With Labels",1,0,1
"467","CEL_158",4,7,1,2,0,0,2,"None","With Labels",1,0,1
"468","CEL_130",5,7,1,0,0,0,3,"None","With Labels",0,1,1
"469","CEL_146",5,7,1,0,0,0,2,"None","With Labels",0,1,1
"470","CEL_153",5,7,1,0,0,1,3,"B","With Labels",0,1,1
"471","CEL_158",5,7,1,0,0,1,5,"B","With Labels",0,1,1
"472","CEL_130",6,7,1,0,0,0,2,"None","With Labels",0,1,1
"473","CEL_146",6,7,1,0,0,0,2,"None","With Labels",0,1,1
"474","CEL_153",6,7,1,0,0,0,3,"None","With Labels",0,1,1
"475","CEL_158",6,7,1,0,0,0,2,"None","With Labels",0,1,1
"476","CEL_130",7,7,1,0,0,0,2,"None","With Labels",0,1,1
"477","CEL_146",7,7,1,0,0,0,2,"None","With Labels",0,1,1
"478","CEL_153",7,7,1,0,0,0,2,"None","With Labels",0,1,1
"479","CEL_158",7,7,1,0,0,0,2,"None","With Labels",0,1,1
