cond_numeric	Condition	participant_a	participant_b	z_transformed_rank_r	pp_a_n_clusters	pp_b_n_clusters	cat_diff_log_ratio_a	cat_diff_log_ratio_b	mean_alignment_within	mean_alignment_between
-1	Baseline	CEL_baseline_165	CEL_baseline_193	0.203517435	4	8	0.223624136	0.69979533	0.063848102	0.025279911
-1	Baseline	CEL_baseline_165	CEL_baseline_195	0.003411688	4	7	0.223624136	0.118083885	0.013171274	-0.180364559
-1	Baseline	CEL_baseline_165	CEL_baseline_196	0.204413625	4	5	0.223624136	0.152536494	0.090770686	0.014294403
-1	Baseline	CEL_baseline_165	CEL_baseline_197	0.21710389	4	6	0.223624136	0.845256607	0.142015	-0.128845099
-1	Baseline	CEL_baseline_166	CEL_baseline_167	0.082641614	4	6	0.146715943	0.073317675	0.194856326	-0.03814041
-1	Baseline	CEL_baseline_166	CEL_baseline_168	-0.009875795	4	2	0.146715943	0.06222896	-0.018712313	-0.022566086
-1	Baseline	CEL_baseline_166	CEL_baseline_169	0.028071423	4	2	0.146715943	0.015236417	0.036967895	-0.009517239
-1	Baseline	CEL_baseline_166	CEL_baseline_170	-0.104900099	4	3	0.146715943	0.01280229	-0.125417855	-0.107596014
-1	Baseline	CEL_baseline_166	CEL_baseline_171	-0.064360217	4	4	0.146715943	0.410811993	-0.212216983	-0.001668168
-1	Baseline	CEL_baseline_166	CEL_baseline_172	0.212505809	4	4	0.146715943	0.32347555	0.143891454	0.147364175
-1	Baseline	CEL_baseline_166	CEL_baseline_173	-0.041153092	4	3	0.146715943	0.07388028	0.016110378	-0.10919886
-1	Baseline	CEL_baseline_166	CEL_baseline_176	0.104028995	4	7	0.146715943	0.384077036	0.107012825	0.086177297
-1	Baseline	CEL_baseline_166	CEL_baseline_177	0.154781868	4	2	0.146715943	0.997333253	0.069593967	-0.166218535
-1	Baseline	CEL_baseline_166	CEL_baseline_179	0.205436751	4	3	0.146715943	0.266157758	0.118350039	0.089091858
-1	Baseline	CEL_baseline_166	CEL_baseline_181	0.018819772	4	2	0.146715943	0.238608073	0.043299872	-0.132995852
-1	Baseline	CEL_baseline_166	CEL_baseline_182	0.133923532	4	2	0.146715943	3.445669382	0.013237901	-0.232497654
-1	Baseline	CEL_baseline_166	CEL_baseline_183	0.221403068	4	4	0.146715943	1.160857409	0.010282059	0.219234212
-1	Baseline	CEL_baseline_166	CEL_baseline_184	0.302912351	4	6	0.146715943	0.680291098	0.363363905	0.035850935
-1	Baseline	CEL_baseline_166	CEL_baseline_185	0.085819378	4	5	0.146715943	0.239683688	0.028793401	0.092262099
-1	Baseline	CEL_baseline_166	CEL_baseline_186	0.168981755	4	4	0.146715943	0.49694547	0.303845411	-0.13918164
-1	Baseline	CEL_baseline_166	CEL_baseline_187	0.052824123	4	4	0.146715943	0.196388029	0.089691108	-0.029087108
-1	Baseline	CEL_baseline_166	CEL_baseline_188	0.19806151	4	5	0.146715943	0.22198018	0.402853415	-0.043195162
-1	Baseline	CEL_baseline_166	CEL_baseline_189	0.2880118	4	3	0.146715943	0.17580039	0.337672812	0.17044705
-1	Baseline	CEL_baseline_166	CEL_baseline_191	0.221028856	4	5	0.146715943	0.421234675	0.13276678	0.167069828
-1	Baseline	CEL_baseline_166	CEL_baseline_193	0.100059223	4	8	0.146715943	0.69979533	-0.073383284	-0.018303874
-1	Baseline	CEL_baseline_166	CEL_baseline_195	0.198762784	4	7	0.146715943	0.118083885	0.089077468	0.20951753
-1	Baseline	CEL_baseline_166	CEL_baseline_196	0.204081549	4	5	0.146715943	0.152536494	0.264721986	-0.06430692
-1	Baseline	CEL_baseline_166	CEL_baseline_197	0.33987583	4	6	0.146715943	0.845256607	0.187895949	0.342892228
-1	Baseline	CEL_baseline_167	CEL_baseline_168	0.000982	6	2	0.073317675	0.06222896	0.081332919	-0.117258501
-1	Baseline	CEL_baseline_167	CEL_baseline_169	-0.038689283	6	2	0.073317675	0.015236417	-0.062467429	-0.026859223
-1	Baseline	CEL_baseline_167	CEL_baseline_170	0.046378622	6	3	0.073317675	0.01280229	0.063211191	0.044253421
-1	Baseline	CEL_baseline_167	CEL_baseline_171	0.147074416	6	4	0.073317675	0.410811993	0.105430688	0.121854041
-1	Baseline	CEL_baseline_167	CEL_baseline_172	0.110159318	6	4	0.073317675	0.32347555	0.043217404	0.150020764
-1	Baseline	CEL_baseline_167	CEL_baseline_173	0.169529009	6	3	0.073317675	0.07388028	0.15031739	0.171793865
-1	Baseline	CEL_baseline_167	CEL_baseline_176	0.055615938	6	7	0.073317675	0.384077036	-0.052705673	0.078245334
-1	Baseline	CEL_baseline_167	CEL_baseline_177	0.082051523	6	2	0.073317675	0.997333253	-0.123645581	0.11762961
-1	Baseline	CEL_baseline_167	CEL_baseline_179	-0.014272256	6	3	0.073317675	0.266157758	-0.174402017	0.085953886
-1	Baseline	CEL_baseline_167	CEL_baseline_181	0.087001287	6	2	0.073317675	0.238608073	0.179361182	-0.07251228
-1	Baseline	CEL_baseline_167	CEL_baseline_182	0.172026208	6	2	0.073317675	3.445669382	0.011204282	0.318787177
-1	Baseline	CEL_baseline_167	CEL_baseline_183	0.03717236	6	4	0.073317675	1.160857409	-0.0886757	-0.06588793
-1	Baseline	CEL_baseline_167	CEL_baseline_184	0.041552786	6	6	0.073317675	0.680291098	-0.013303112	-0.00872512
-1	Baseline	CEL_baseline_167	CEL_baseline_185	0.114285618	6	5	0.073317675	0.239683688	0.034000831	0.172102854
-1	Baseline	CEL_baseline_167	CEL_baseline_186	0.019186457	6	4	0.073317675	0.49694547	-0.0921399	0.125162337
-1	Baseline	CEL_baseline_167	CEL_baseline_187	0.097413651	6	4	0.073317675	0.196388029	0.065542099	0.109636428
-1	Baseline	CEL_baseline_167	CEL_baseline_188	-0.036151503	6	5	0.073317675	0.22198018	-0.003267932	-0.044602144
-1	Baseline	CEL_baseline_167	CEL_baseline_189	0.009452367	6	3	0.073317675	0.17580039	-0.112794315	0.126229506
-1	Baseline	CEL_baseline_167	CEL_baseline_191	-0.039120347	6	5	0.073317675	0.421234675	-0.170527942	0.059759183
-1	Baseline	CEL_baseline_167	CEL_baseline_193	0.037832487	6	8	0.073317675	0.69979533	0.042260808	-0.119802165
-1	Baseline	CEL_baseline_167	CEL_baseline_195	-0.115579804	6	7	0.073317675	0.118083885	-0.269722854	0.065054307
-1	Baseline	CEL_baseline_167	CEL_baseline_196	0.002816824	6	5	0.073317675	0.152536494	-0.020293356	0.08059433
-1	Baseline	CEL_baseline_167	CEL_baseline_197	0.049494902	6	6	0.073317675	0.845256607	-0.027879778	-0.065379721
-1	Baseline	CEL_baseline_168	CEL_baseline_169	0.013578408	2	2	0.06222896	0.015236417	-0.041073417	0.074533149
-1	Baseline	CEL_baseline_168	CEL_baseline_170	0.109953014	2	3	0.06222896	0.01280229	0.091035524	0.118389824
-1	Baseline	CEL_baseline_168	CEL_baseline_171	0.059990419	2	4	0.06222896	0.410811993	0.004601424	0.064367175
-1	Baseline	CEL_baseline_168	CEL_baseline_172	0.003977679	2	4	0.06222896	0.32347555	0.011582195	-0.013850271
-1	Baseline	CEL_baseline_168	CEL_baseline_173	0.057681754	2	3	0.06222896	0.07388028	0.198226429	-0.102633079
-1	Baseline	CEL_baseline_168	CEL_baseline_176	0.022992597	2	7	0.06222896	0.384077036	0.023431144	-0.032534727
-1	Baseline	CEL_baseline_168	CEL_baseline_177	0.078956636	2	2	0.06222896	0.997333253	0.030770707	0.088946699
-1	Baseline	CEL_baseline_168	CEL_baseline_179	0.1295454	2	3	0.06222896	0.266157758	0.108228148	0.163247044
-1	Baseline	CEL_baseline_168	CEL_baseline_181	0.278578667	2	2	0.06222896	0.238608073	0.269367923	0.254577703
-1	Baseline	CEL_baseline_168	CEL_baseline_182	0.046160003	2	2	0.06222896	3.445669382	0.021423058	-0.025028628
-1	Baseline	CEL_baseline_168	CEL_baseline_183	0.014830638	2	4	0.06222896	1.160857409	-0.044234363	-0.030265171
-1	Baseline	CEL_baseline_168	CEL_baseline_184	0.162782865	2	6	0.06222896	0.680291098	0.178158307	0.128820696
-1	Baseline	CEL_baseline_168	CEL_baseline_185	0.066618077	2	5	0.06222896	0.239683688	0.06382278	0.065692897
-1	Baseline	CEL_baseline_168	CEL_baseline_186	-0.033977577	2	4	0.06222896	0.49694547	-0.102144529	0.015974956
-1	Baseline	CEL_baseline_168	CEL_baseline_187	-0.009583588	2	4	0.06222896	0.196388029	-0.085610026	0.031357408
-1	Baseline	CEL_baseline_168	CEL_baseline_188	0.004940843	2	5	0.06222896	0.22198018	-0.008017689	-0.000984099
-1	Baseline	CEL_baseline_168	CEL_baseline_189	-0.012462871	2	3	0.06222896	0.17580039	0.000650286	-0.035658778
-1	Baseline	CEL_baseline_168	CEL_baseline_191	0.082194197	2	5	0.06222896	0.421234675	0.072142313	0.05512929
-1	Baseline	CEL_baseline_168	CEL_baseline_193	0.09951497	2	8	0.06222896	0.69979533	0.149963817	0.043303375
-1	Baseline	CEL_baseline_168	CEL_baseline_195	0.011829431	2	7	0.06222896	0.118083885	-0.053737528	0.117963888
-1	Baseline	CEL_baseline_168	CEL_baseline_196	-0.038671744	2	5	0.06222896	0.152536494	-0.003317294	-0.120739326
-1	Baseline	CEL_baseline_168	CEL_baseline_197	0.026412551	2	6	0.06222896	0.845256607	-0.06756144	0.057248178
-1	Baseline	CEL_baseline_169	CEL_baseline_170	-0.005708927	2	3	0.015236417	0.01280229	-0.037066808	0.027621784
-1	Baseline	CEL_baseline_169	CEL_baseline_171	-0.086813508	2	4	0.015236417	0.410811993	-0.112494207	-0.106163633
-1	Baseline	CEL_baseline_169	CEL_baseline_172	0.016884125	2	4	0.015236417	0.32347555	-0.102651508	0.103785381
-1	Baseline	CEL_baseline_169	CEL_baseline_173	-0.003087134	2	3	0.015236417	0.07388028	0.00720266	-0.003888408
-1	Baseline	CEL_baseline_169	CEL_baseline_176	-0.010454969	2	7	0.015236417	0.384077036	0.070768895	-0.068622364
-1	Baseline	CEL_baseline_169	CEL_baseline_177	-0.012727968	2	2	0.015236417	0.997333253	-0.034544747	-0.116467366
-1	Baseline	CEL_baseline_169	CEL_baseline_179	-0.099620989	2	3	0.015236417	0.266157758	-0.252901043	0.021605521
-1	Baseline	CEL_baseline_169	CEL_baseline_181	-0.071457659	2	2	0.015236417	0.238608073	-0.146480566	-0.000324032
-1	Baseline	CEL_baseline_169	CEL_baseline_182	0.006356371	2	2	0.015236417	3.445669382	0.06903638	-0.132133518
-1	Baseline	CEL_baseline_169	CEL_baseline_183	0.010825155	2	4	0.015236417	1.160857409	0.116721068	-0.091127224
-1	Baseline	CEL_baseline_169	CEL_baseline_184	-0.028098624	2	6	0.015236417	0.680291098	-0.143659173	0.055321895
-1	Baseline	CEL_baseline_169	CEL_baseline_185	0.114894472	2	5	0.015236417	0.239683688	0.239388301	0.006312715
-1	Baseline	CEL_baseline_169	CEL_baseline_186	0.121282143	2	4	0.015236417	0.49694547	0.071364561	0.152617126
-1	Baseline	CEL_baseline_169	CEL_baseline_187	0.15087622	2	4	0.015236417	0.196388029	0.107628552	0.17349318
-1	Baseline	CEL_baseline_169	CEL_baseline_188	-0.008162829	2	5	0.015236417	0.22198018	-0.054076224	0.050820785
-1	Baseline	CEL_baseline_169	CEL_baseline_189	0.003716115	2	3	0.015236417	0.17580039	-0.011252893	-0.013352169
-1	Baseline	CEL_baseline_169	CEL_baseline_191	-0.037614355	2	5	0.015236417	0.421234675	-0.121331586	0.019768551
-1	Baseline	CEL_baseline_169	CEL_baseline_193	0.023101118	2	8	0.015236417	0.69979533	0.027623602	-0.044445685
-1	Baseline	CEL_baseline_169	CEL_baseline_195	0.089269646	2	7	0.015236417	0.118083885	0.080993535	0.120763681
-1	Baseline	CEL_baseline_169	CEL_baseline_196	-0.090082665	2	5	0.015236417	0.152536494	0.003909968	-0.245410946
-1	Baseline	CEL_baseline_169	CEL_baseline_197	0.064040677	2	6	0.015236417	0.845256607	0.081716453	0.01335813
-1	Baseline	CEL_baseline_170	CEL_baseline_171	-0.034672977	3	4	0.01280229	0.410811993	-0.047836595	-0.075969394
-1	Baseline	CEL_baseline_170	CEL_baseline_172	0.210972125	3	4	0.01280229	0.32347555	0.293920222	0.146885924
-1	Baseline	CEL_baseline_170	CEL_baseline_173	0.119593157	3	3	0.01280229	0.07388028	0.116247036	0.107316787
-1	Baseline	CEL_baseline_170	CEL_baseline_176	0.162842826	3	7	0.01280229	0.384077036	0.021215765	0.249784918
-1	Baseline	CEL_baseline_170	CEL_baseline_177	0.042047814	3	2	0.01280229	0.997333253	0.089857068	0.012493899
-1	Baseline	CEL_baseline_170	CEL_baseline_179	0.011248495	3	3	0.01280229	0.266157758	0.088048371	-0.069876484
-1	Baseline	CEL_baseline_170	CEL_baseline_181	0.180026756	3	2	0.01280229	0.238608073	0.286799837	0.138557699
-1	Baseline	CEL_baseline_170	CEL_baseline_182	0.085469339	3	2	0.01280229	3.445669382	0.136505701	0.12770907
-1	Baseline	CEL_baseline_170	CEL_baseline_183	0.026906933	3	4	0.01280229	1.160857409	-0.176746565	0.155171551
-1	Baseline	CEL_baseline_170	CEL_baseline_184	-0.013000106	3	6	0.01280229	0.680291098	-0.042690497	-0.103870298
-1	Baseline	CEL_baseline_170	CEL_baseline_185	-0.03758895	3	5	0.01280229	0.239683688	-0.095103988	0.035190036
-1	Baseline	CEL_baseline_170	CEL_baseline_186	-0.089712356	3	4	0.01280229	0.49694547	-0.050848614	-0.026925197
-1	Baseline	CEL_baseline_170	CEL_baseline_187	-0.065402117	3	4	0.01280229	0.196388029	0.117482008	-0.264326556
-1	Baseline	CEL_baseline_170	CEL_baseline_188	-0.014210145	3	5	0.01280229	0.22198018	-0.084425096	0.093012577
-1	Baseline	CEL_baseline_170	CEL_baseline_189	0.071469152	3	3	0.01280229	0.17580039	0.133553786	0.001932201
-1	Baseline	CEL_baseline_170	CEL_baseline_191	0.084029914	3	5	0.01280229	0.421234675	0.1053146	0.072928296
-1	Baseline	CEL_baseline_170	CEL_baseline_193	0.044910277	3	8	0.01280229	0.69979533	0.194480242	-0.112588543
-1	Baseline	CEL_baseline_170	CEL_baseline_195	-0.019987195	3	7	0.01280229	0.118083885	-0.056974177	0.066536659
-1	Baseline	CEL_baseline_170	CEL_baseline_196	0.073767897	3	5	0.01280229	0.152536494	-0.057973244	0.233242476
-1	Baseline	CEL_baseline_170	CEL_baseline_197	-0.054685983	3	6	0.01280229	0.845256607	-0.087238001	0.016443126
-1	Baseline	CEL_baseline_171	CEL_baseline_172	0.189187442	4	4	0.410811993	0.32347555	-0.036473341	0.306719473
-1	Baseline	CEL_baseline_171	CEL_baseline_173	0.135666848	4	3	0.410811993	0.07388028	0.203898951	0.025664199
-1	Baseline	CEL_baseline_171	CEL_baseline_176	0.248524609	4	7	0.410811993	0.384077036	0.112377969	0.037365114
-1	Baseline	CEL_baseline_171	CEL_baseline_177	0.3485944	4	2	0.410811993	0.997333253	-0.216473037	0.383326162
-1	Baseline	CEL_baseline_171	CEL_baseline_179	0.14455016	4	3	0.410811993	0.266157758	-0.063938492	0.355375442
-1	Baseline	CEL_baseline_171	CEL_baseline_181	0.085625507	4	2	0.410811993	0.238608073	0.114995736	-0.025387991
-1	Baseline	CEL_baseline_171	CEL_baseline_182	0.333305234	4	2	0.410811993	3.445669382	-0.136304433	0.120280998
-1	Baseline	CEL_baseline_171	CEL_baseline_183	0.260531242	4	4	0.410811993	1.160857409	0.058620869	-0.149423518
-1	Baseline	CEL_baseline_171	CEL_baseline_184	0.131784449	4	6	0.410811993	0.680291098	-0.128348173	0.201257841
-1	Baseline	CEL_baseline_171	CEL_baseline_185	0.163523584	4	5	0.410811993	0.239683688	0.039770719	0.136539799
-1	Baseline	CEL_baseline_171	CEL_baseline_186	0.025701672	4	4	0.410811993	0.49694547	-0.154007545	-0.00273628
-1	Baseline	CEL_baseline_171	CEL_baseline_187	0.033041364	4	4	0.410811993	0.196388029	0.028200254	-0.046586328
-1	Baseline	CEL_baseline_171	CEL_baseline_188	-0.091761266	4	5	0.410811993	0.22198018	-0.198048366	0.052649855
-1	Baseline	CEL_baseline_171	CEL_baseline_189	-0.020514024	4	3	0.410811993	0.17580039	-0.185180656	0.041836699
-1	Baseline	CEL_baseline_171	CEL_baseline_191	0.213885043	4	5	0.410811993	0.421234675	-0.082650883	0.474674153
-1	Baseline	CEL_baseline_171	CEL_baseline_193	0.35046599	4	8	0.410811993	0.69979533	0.315859099	-0.083820114
-1	Baseline	CEL_baseline_171	CEL_baseline_195	-0.198988426	4	7	0.410811993	0.118083885	-0.216387724	-0.293943738
-1	Baseline	CEL_baseline_171	CEL_baseline_196	-0.065813254	4	5	0.410811993	0.152536494	-0.114295165	-0.146947234
-1	Baseline	CEL_baseline_171	CEL_baseline_197	0.275426836	4	6	0.410811993	0.845256607	-0.07233442	0.187488953
-1	Baseline	CEL_baseline_172	CEL_baseline_173	-0.063244708	4	3	0.32347555	0.07388028	-0.073747433	-0.070370957
-1	Baseline	CEL_baseline_172	CEL_baseline_176	0.408969607	4	7	0.32347555	0.384077036	0.327635168	0.361650109
-1	Baseline	CEL_baseline_172	CEL_baseline_177	0.309948882	4	2	0.32347555	0.997333253	0.196532273	-0.05354045
-1	Baseline	CEL_baseline_172	CEL_baseline_179	0.349964828	4	3	0.32347555	0.266157758	0.269863214	0.264159391
-1	Baseline	CEL_baseline_172	CEL_baseline_181	0.102047663	4	2	0.32347555	0.238608073	0.295032024	-0.250806429
-1	Baseline	CEL_baseline_172	CEL_baseline_182	0.357670697	4	2	0.32347555	3.445669382	0.183363236	0.153869706
-1	Baseline	CEL_baseline_172	CEL_baseline_183	0.179308644	4	4	0.32347555	1.160857409	0.022888799	-0.11995153
-1	Baseline	CEL_baseline_172	CEL_baseline_184	0.460096346	4	6	0.32347555	0.680291098	0.348008125	0.244519434
-1	Baseline	CEL_baseline_172	CEL_baseline_185	0.151645882	4	5	0.32347555	0.239683688	-0.102202329	0.297397201
-1	Baseline	CEL_baseline_172	CEL_baseline_186	0.219213322	4	4	0.32347555	0.49694547	0.097846141	0.173641576
-1	Baseline	CEL_baseline_172	CEL_baseline_187	0.062556158	4	4	0.32347555	0.196388029	0.113294542	-0.063053727
-1	Baseline	CEL_baseline_172	CEL_baseline_188	0.148255458	4	5	0.32347555	0.22198018	0.186826504	0.04035793
-1	Baseline	CEL_baseline_172	CEL_baseline_189	0.219464732	4	3	0.32347555	0.17580039	0.252462627	0.082611913
-1	Baseline	CEL_baseline_172	CEL_baseline_191	0.490000579	4	5	0.32347555	0.421234675	0.33083994	0.524232552
-1	Baseline	CEL_baseline_172	CEL_baseline_193	0.204898594	4	8	0.32347555	0.69979533	0.161753349	-0.158345991
-1	Baseline	CEL_baseline_172	CEL_baseline_195	-0.000462	4	7	0.32347555	0.118083885	0.039309197	-0.116747163
-1	Baseline	CEL_baseline_172	CEL_baseline_196	0.116451245	4	5	0.32347555	0.152536494	0.113194492	-0.114047259
-1	Baseline	CEL_baseline_172	CEL_baseline_197	0.361569986	4	6	0.32347555	0.845256607	0.019791605	0.390019615
-1	Baseline	CEL_baseline_173	CEL_baseline_176	-0.020380126	3	7	0.07388028	0.384077036	-0.208124046	0.016815266
-1	Baseline	CEL_baseline_173	CEL_baseline_177	0.03247039	3	2	0.07388028	0.997333253	-0.125953035	-0.020657003
-1	Baseline	CEL_baseline_173	CEL_baseline_179	-0.004981955	3	3	0.07388028	0.266157758	-0.016884347	-0.023082406
-1	Baseline	CEL_baseline_173	CEL_baseline_181	0.083327741	3	2	0.07388028	0.238608073	0.118466903	0.0242832
-1	Baseline	CEL_baseline_173	CEL_baseline_182	0.091241009	3	2	0.07388028	3.445669382	-0.097370604	0.142871538
-1	Baseline	CEL_baseline_173	CEL_baseline_183	0.087519592	3	4	0.07388028	1.160857409	0.088161319	-0.016803766
-1	Baseline	CEL_baseline_173	CEL_baseline_184	0.065465487	3	6	0.07388028	0.680291098	-0.056892534	0.121116831
-1	Baseline	CEL_baseline_173	CEL_baseline_185	-0.010418219	3	5	0.07388028	0.239683688	0.045691729	-0.089503161
-1	Baseline	CEL_baseline_173	CEL_baseline_186	-0.017708429	3	4	0.07388028	0.49694547	0.02669287	-0.048125929
-1	Baseline	CEL_baseline_173	CEL_baseline_187	0.139459064	3	4	0.07388028	0.196388029	0.204104843	0.094889232
-1	Baseline	CEL_baseline_173	CEL_baseline_188	-0.052044342	3	5	0.07388028	0.22198018	-0.084955702	-0.085995942
-1	Baseline	CEL_baseline_173	CEL_baseline_189	-0.021450459	3	3	0.07388028	0.17580039	-0.098510621	0.033826379
-1	Baseline	CEL_baseline_173	CEL_baseline_191	-0.063452016	3	5	0.07388028	0.421234675	-0.039045385	-0.176314018
-1	Baseline	CEL_baseline_173	CEL_baseline_193	0.030487908	3	8	0.07388028	0.69979533	0.106646047	-0.123784701
-1	Baseline	CEL_baseline_173	CEL_baseline_195	-0.164099578	3	7	0.07388028	0.118083885	-0.14279982	-0.126198257
-1	Baseline	CEL_baseline_173	CEL_baseline_196	-0.027334287	3	5	0.07388028	0.152536494	-0.156266456	0.112722238
-1	Baseline	CEL_baseline_173	CEL_baseline_197	0.033875198	3	6	0.07388028	0.845256607	-0.111580573	0.102232869
-1	Baseline	CEL_baseline_176	CEL_baseline_177	0.36426283	7	2	0.384077036	0.997333253	0.268378887	-0.090168568
-1	Baseline	CEL_baseline_176	CEL_baseline_179	-0.005991493	7	3	0.384077036	0.266157758	-0.057791783	-0.134474125
-1	Baseline	CEL_baseline_176	CEL_baseline_181	0.013922271	7	2	0.384077036	0.238608073	0.013763942	-0.128723086
-1	Baseline	CEL_baseline_176	CEL_baseline_182	0.398729515	7	2	0.384077036	3.445669382	-0.146996212	0.270790187
-1	Baseline	CEL_baseline_176	CEL_baseline_183	0.393171517	7	4	0.384077036	1.160857409	-0.03458809	0.400479828
-1	Baseline	CEL_baseline_176	CEL_baseline_184	0.222466831	7	6	0.384077036	0.680291098	0.245589404	-0.028366442
-1	Baseline	CEL_baseline_176	CEL_baseline_185	0.256981398	7	5	0.384077036	0.239683688	0.125109007	0.226602836
-1	Baseline	CEL_baseline_176	CEL_baseline_186	0.07840129	7	4	0.384077036	0.49694547	-0.009713519	-0.054226506
-1	Baseline	CEL_baseline_176	CEL_baseline_187	0.12110549	7	4	0.384077036	0.196388029	0.161787822	0.007788936
-1	Baseline	CEL_baseline_176	CEL_baseline_188	0.072965852	7	5	0.384077036	0.22198018	0.047564927	0.04452986
-1	Baseline	CEL_baseline_176	CEL_baseline_189	0.130307935	7	3	0.384077036	0.17580039	0.239424174	-0.028516664
-1	Baseline	CEL_baseline_176	CEL_baseline_191	0.335234907	7	5	0.384077036	0.421234675	0.302467978	0.244672237
-1	Baseline	CEL_baseline_176	CEL_baseline_193	0.315536416	7	8	0.384077036	0.69979533	0.063054429	0.060391343
-1	Baseline	CEL_baseline_176	CEL_baseline_195	-0.00088	7	7	0.384077036	0.118083885	-0.172367924	0.103021192
-1	Baseline	CEL_baseline_176	CEL_baseline_196	0.143360692	7	5	0.384077036	0.152536494	0.086497689	0.108069524
-1	Baseline	CEL_baseline_176	CEL_baseline_197	0.390417739	7	6	0.384077036	0.845256607	0.305397056	0.266655515
-1	Baseline	CEL_baseline_177	CEL_baseline_179	0.364713954	2	3	0.997333253	0.266157758	0.30790575	0.156254887
-1	Baseline	CEL_baseline_177	CEL_baseline_181	0.22852739	2	2	0.997333253	0.238608073	0.05878268	0.054033924
-1	Baseline	CEL_baseline_177	CEL_baseline_182	0.972860353	2	2	0.997333253	3.445669382	-0.032000645	0.145738811
-1	Baseline	CEL_baseline_177	CEL_baseline_183	0.703883631	2	4	0.997333253	1.160857409	0.087746529	-0.307618242
-1	Baseline	CEL_baseline_177	CEL_baseline_184	0.528955802	2	6	0.997333253	0.680291098	0.339107973	0.03398848
-1	Baseline	CEL_baseline_177	CEL_baseline_185	0.206369226	2	5	0.997333253	0.239683688	-0.020474524	0.154226581
-1	Baseline	CEL_baseline_177	CEL_baseline_186	0.265240786	2	4	0.997333253	0.49694547	-0.024353599	-0.097311708
-1	Baseline	CEL_baseline_177	CEL_baseline_187	0.169221091	2	4	0.997333253	0.196388029	0.058138429	-0.005004542
-1	Baseline	CEL_baseline_177	CEL_baseline_188	0.109202299	2	5	0.997333253	0.22198018	0.090737488	0.032594797
-1	Baseline	CEL_baseline_177	CEL_baseline_189	0.083068806	2	3	0.997333253	0.17580039	0.191183274	-0.328389199
-1	Baseline	CEL_baseline_177	CEL_baseline_191	0.465984073	2	5	0.997333253	0.421234675	0.525237544	0.103542768
-1	Baseline	CEL_baseline_177	CEL_baseline_193	0.565436433	2	8	0.997333253	0.69979533	0.089691108	-0.258163784
-1	Baseline	CEL_baseline_177	CEL_baseline_195	0.055626443	2	7	0.997333253	0.118083885	0.19798762	-0.329949998
-1	Baseline	CEL_baseline_177	CEL_baseline_196	0.177592938	2	5	0.997333253	0.152536494	-0.039127664	-0.036343626
-1	Baseline	CEL_baseline_177	CEL_baseline_197	0.69488778	2	6	0.997333253	0.845256607	0.315015455	-0.097251132
-1	Baseline	CEL_baseline_179	CEL_baseline_181	0.368543272	3	2	0.266157758	0.238608073	0.414111183	0.156648402
-1	Baseline	CEL_baseline_179	CEL_baseline_182	0.180480775	3	2	0.266157758	3.445669382	-0.022501976	-0.24203428
-1	Baseline	CEL_baseline_179	CEL_baseline_183	0.134686541	3	4	0.266157758	1.160857409	0.107951265	-0.332881715
-1	Baseline	CEL_baseline_179	CEL_baseline_184	0.571702534	3	6	0.266157758	0.680291098	0.459326484	0.41142147
-1	Baseline	CEL_baseline_179	CEL_baseline_185	-0.009242391	3	5	0.266157758	0.239683688	-0.204327911	0.095555301
-1	Baseline	CEL_baseline_179	CEL_baseline_186	0.426117647	3	4	0.266157758	0.49694547	0.292693956	0.33518088
-1	Baseline	CEL_baseline_179	CEL_baseline_187	0.138071515	3	4	0.266157758	0.196388029	0.046714612	0.132128706
-1	Baseline	CEL_baseline_179	CEL_baseline_188	0.105857215	3	5	0.266157758	0.22198018	0.095046632	0.082104187
-1	Baseline	CEL_baseline_179	CEL_baseline_189	0.170803925	3	3	0.266157758	0.17580039	0.239510276	0.035839026
-1	Baseline	CEL_baseline_179	CEL_baseline_191	0.488116357	3	5	0.266157758	0.421234675	0.414424349	0.365378792
-1	Baseline	CEL_baseline_179	CEL_baseline_193	0.157370299	3	8	0.266157758	0.69979533	0.119168154	-0.121031585
-1	Baseline	CEL_baseline_179	CEL_baseline_195	0.067842202	3	7	0.266157758	0.118083885	0.307879989	-0.292702685
-1	Baseline	CEL_baseline_179	CEL_baseline_196	0.06752844	3	5	0.266157758	0.152536494	0.180126207	-0.379825893
-1	Baseline	CEL_baseline_179	CEL_baseline_197	0.331266013	3	6	0.266157758	0.845256607	0.051130479	0.298969233
-1	Baseline	CEL_baseline_181	CEL_baseline_182	0.162133488	2	2	0.238608073	3.445669382	-0.010916125	-0.109281768
-1	Baseline	CEL_baseline_181	CEL_baseline_183	0.151165091	2	4	0.238608073	1.160857409	-0.066157696	-0.037065782
-1	Baseline	CEL_baseline_181	CEL_baseline_184	0.398671567	2	6	0.238608073	0.680291098	0.412536375	0.231204197
-1	Baseline	CEL_baseline_181	CEL_baseline_185	0.03760295	2	5	0.238608073	0.239683688	0.002872791	-0.008581069
-1	Baseline	CEL_baseline_181	CEL_baseline_186	0.118092012	2	4	0.238608073	0.49694547	0.045724912	0.07619874
-1	Baseline	CEL_baseline_181	CEL_baseline_187	0.006341418	2	4	0.238608073	0.196388029	0.071099521	-0.199896372
-1	Baseline	CEL_baseline_181	CEL_baseline_188	0.085780679	2	5	0.238608073	0.22198018	0.067204479	0.015470781
