"cond_numeric"	"pair"	"rank_r"	"z_transformed_rank_r"	"adjusted_mutual_info"	"adjusted_rand_index"	"participant_a"	"participant_b"
0	"119-41"	0.132809295967191	0.133598508991473	0.43307059558301	0.394479073909172	119	41
0	"119-31"	0.0502059160346036	0.0502481635270474	0.325935805165005	0.319852941176471	119	31
0	"119-15"	-0.0163362952836637	-0.0163377487635248	0.281121659983642	0.18616480162767	119	15
0	"87-106"	0.40663021189337	0.43156720447537	0.415650681366504	0.320261437908497	87	106
0	"87-79"	-0.133834586466165	-0.134642353656032	0.27043795912608	0.183673469387755	87	79
0	"87-45"	0.0194121667805878	0.0194146057086802	0.0937503163232039	0.0819672131147541	87	45
0	"87-41"	0.191934381408066	0.194344765301723	0.229992496952931	0.14975845410628	87	41
0	"87-31"	0.329875766893121	0.342688845378987	0.277283914187105	0.1875	87	31
0	"87-15"	-0.179699248120301	-0.181671883449981	-0.0387835171773224	-0.0340136054421769	87	15
0	"106-79"	-0.0174982911825017	-0.017500077445734	0.413999121970568	0.289152165864495	106	79
0	"106-45"	0.413328776486671	0.439619234341275	0.570768854471235	0.606428337159725	106	45
0	"106-41"	0.14025974025974	0.141190518849054	0.470412134480124	0.48796098750381	106	41
0	"106-31"	0.0887574975778527	0.0889916795288287	0.535596261494109	0.559948979591837	106	31
0	"106-15"	-0.158988380041012	-0.160348670363551	0.321208182583635	0.244724176231026	106	15
0	"79-45"	0.0946001367053999	0.0948838597938272	0.298872459312146	0.202922617070741	79	45
0	"79-41"	0.113055365686945	0.113540766633838	0.483381888737989	0.447683338447377	79	41
0	"79-31"	0.178916249449387	0.180862874053702	0.547387687871108	0.516752577319588	79	31
0	"79-15"	0.0887901572112098	0.0890245985904807	0.214280426270477	0.181508147025388	79	15
0	"45-41"	0.309842788790157	0.320371493232087	0.717514309848044	0.716897670303745	45	41
0	"45-31"	0.187289598277487	0.189526751582918	0.719747432203786	0.726941747572815	45	31
0	"45-15"	-0.091660970608339	-0.0919189761624008	0.492381472863198	0.402191962803055	45	15
0	"41-31"	0.231001896853564	0.235247582117447	0.829821289303569	0.877336448598131	41	31
