participant,cond,distance_type,raw_dist,log_distance_type,log_dist
CEL_retention_103-1-2,1,proto_medium,98.75780121,log_proto_medium,0.189128519
CEL_retention_106-1-2,1,proto_medium,25.78653519,log_proto_medium,-2.835460919
CEL_retention_107-1-4,1,proto_medium,545.0004832,log_proto_medium,-0.280428668
CEL_130-1-7,1,proto_near,261.7648886,log_proto_near,-0.323671501
CEL_142-0-6,0,proto_near,410.0303506,log_proto_near,-0.757120293
CEL_145-0-8,0,proto_near,404.8657654,log_proto_near,-0.295846918
CEL_146-1-7,1,proto_near,454.6604672,log_proto_near,0.202328091
CEL_147-1-2,1,proto_near,335.3655148,log_proto_near,-0.836830035
CEL_149-1-2,1,proto_near,271.4095759,log_proto_near,-0.433940979
CEL_150-1-2,1,proto_near,44.13066703,log_proto_near,-2.314946663
CEL_151-0-4,0,proto_near,511.4079145,log_proto_near,-0.156215228
CEL_152-1-5,1,proto_near,657.8202684,log_proto_near,0.226122249
CEL_153-1-7,1,proto_near,512.4830156,log_proto_near,-0.313106676
CEL_154-0-5,0,proto_near,354.1389531,log_proto_near,-0.441922941
CEL_155-1-5,1,proto_near,167.8147691,log_proto_near,-1.065001978
CEL_156-1-3,1,proto_near,240.4945274,log_proto_near,-1.09917243
CEL_158-1-7,1,proto_near,193.3243046,log_proto_near,-1.512330829
CEL_159-1-2,1,proto_near,203.3012997,log_proto_near,-0.73703388
CEL_160-0-7,0,proto_near,309.1449225,log_proto_near,-0.397161206
CEL_161-0-2,0,proto_near,346.8470612,log_proto_near,-0.686880872
CEL_162-1-3,1,proto_near,297.0672694,log_proto_near,-0.281570881
CEL_163-1-2,1,proto_near,260.9908621,log_proto_near,-1.229076568
CEL_164-0-2,0,proto_near,504.1853386,log_proto_near,-0.064993651
CEL_165-1-3,1,proto_near,329.2256186,log_proto_near,-0.437618241
CEL_166-1-2,1,proto_near,108.0900773,log_proto_near,-1.535794167
CEL_167-0-2,0,proto_near,245.4701524,log_proto_near,-0.823502335
CEL_169-1-2,1,proto_near,154.680513,log_proto_near,-1.51667926
CEL_170-0-7,0,proto_near,512.2555776,log_proto_near,0.052042341
CEL_171-1-2,1,proto_near,379.5820634,log_proto_near,-0.327801072
CEL_172a-1-2,1,proto_near,409.1075662,log_proto_near,-0.114402402
CEL_173-0-2,0,proto_near,123.5346897,log_proto_near,-0.613421329
CEL_174-1-3,1,proto_near,366.6085151,log_proto_near,-0.690655104
CEL_175-1-2,1,proto_near,173.5255553,log_proto_near,-1.504693311
CEL_176-0-2,0,proto_near,110.2146882,log_proto_near,-1.336861812
CEL_177-1-5,1,proto_near,741.6115611,log_proto_near,0.356502203
CEL_178-1-2,1,proto_near,745.719982,log_proto_near,0.650173819
CEL_179-0-2,0,proto_near,444.9636024,log_proto_near,-0.539669343
CEL_180-1-3,1,proto_near,178.4978321,log_proto_near,-0.363007713
CEL_181-1-3,1,proto_near,331.5786047,log_proto_near,0.16048273
CEL_182-0-4,0,proto_near,314.8044295,log_proto_near,-0.254102765
CEL_183-1-2,1,proto_near,201.6885221,log_proto_near,-1.257574031
CEL_185-0-7,0,proto_near,470.4328739,log_proto_near,-0.246651451
CEL_186-1-2,1,proto_near,354.4727115,log_proto_near,-0.546458302
CEL_187-1-2,1,proto_near,409.8841752,log_proto_near,0.080408175
CEL_188-0-2,0,proto_near,555.3474123,log_proto_near,0.057005087
CEL_189-1-4,1,proto_near,375.1846235,log_proto_near,-0.468769329
CEL_190-1-2,1,proto_near,201.5041169,log_proto_near,-1.327046355
CEL_191-0-2,0,proto_near,153.6428949,log_proto_near,-1.409173569
CEL_194-1-4,1,proto_near,274.1694151,log_proto_near,-0.398760358
CEL_195-1-3,1,proto_near,281.8141879,log_proto_near,1.142607506
CEL_196-0-3,0,proto_near,281.6669975,log_proto_near,-0.152539269
CEL_198-1-2,1,proto_near,218.3720714,log_proto_near,-0.718090116
CEL_204-0-2,0,proto_near,201.2352928,log_proto_near,-1.581716268
CEL_210-0-3,0,proto_near,238.9327279,log_proto_near,-0.620312055
CEL_214-1-2,1,proto_near,315.3345926,log_proto_near,-0.317279599
CEL_216-0-7,0,proto_near,210.2058205,log_proto_near,-1.192103201
CEL_220-1-2,1,proto_near,276.1213055,log_proto_near,-0.207848367
CEL_221-0-5,0,proto_near,638.9026309,log_proto_near,-0.15991902
CEL_223-0-5,0,proto_near,120.5137803,log_proto_near,-1.137878759
CEL_224-1-2,1,proto_near,352.5001795,log_proto_near,-0.790994494
CEL_226-1-3,1,proto_near,14.83856179,log_proto_near,-3.206172655
CEL_229-0-4,0,proto_near,382.7509134,log_proto_near,-0.802962321
CEL_230-0-4,0,proto_near,39.27307392,log_proto_near,-2.342771349
CEL_232-0-3,0,proto_near,178.0081963,log_proto_near,-0.91266015
CEL_233-0-3,0,proto_near,728.5588127,log_proto_near,0.082714967
CEL_234-0-5,0,proto_near,189.1392433,log_proto_near,-0.805053104
CEL_235-0-4,0,proto_near,574.5594967,log_proto_near,-0.098502992
CEL_237-0-2,0,proto_near,406.518147,log_proto_near,-0.193362151
CEL_238-0-3,0,proto_near,138.5938081,log_proto_near,-1.40334442
CEL_239-0-4,0,proto_near,284.0351035,log_proto_near,-0.135136281
CEL_240-0-2,0,proto_near,284.8374443,log_proto_near,-0.552296615
CEL_241-0-4,0,proto_near,253.4139868,log_proto_near,-0.910560676
CEL_243-0-3,0,proto_near,332.2726082,log_proto_near,-0.076489964
CEL_244-0-2,0,proto_near,466.6102744,log_proto_near,0.148464287
CEL_245-0-9,0,proto_near,234.6022128,log_proto_near,-0.420245415
CEL_246-0-2,0,proto_near,533.0685898,log_proto_near,-0.105974323
CEL_247-0-6,0,proto_near,284.296577,log_proto_near,-0.724746139
CEL_248-0-6,0,proto_near,328.126814,log_proto_near,0.098419799
CEL_249-0-5,0,proto_near,402.3055525,log_proto_near,-0.09925699
CEL_250-0-7,0,proto_near,250.8822448,log_proto_near,-0.906123163
CEL_252-0-6,0,proto_near,658.6658949,log_proto_near,0.448680135
CEL_253-0-2,0,proto_near,134.9734031,log_proto_near,-1.450179686
CEL_43-1-4,1,proto_near,336.1275228,log_proto_near,-0.513972194
CEL_baseline_113-0-5,-1,proto_near,314.6259848,log_proto_near,-0.031528911
CEL_baseline_114-0-3,-1,proto_near,161.8593147,log_proto_near,-1.363573387
CEL_baseline_115-0-4,-1,proto_near,467.4553759,log_proto_near,-0.09225039
CEL_baseline_116-0-5,-1,proto_near,361.5850409,log_proto_near,-0.171511605
CEL_baseline_118-0-5,-1,proto_near,616.9779626,log_proto_near,-0.080433117
CEL_baseline_120-0-5,-1,proto_near,365.1429796,log_proto_near,0.219648901
CEL_baseline_123-0-3,-1,proto_near,280.9666525,log_proto_near,0.037171743
CEL_baseline_124-0-2,-1,proto_near,746.0967092,log_proto_near,-0.04175038
CEL_baseline_125-0-3,-1,proto_near,575.2590818,log_proto_near,-0.267051744
CEL_baseline_126-0-4,-1,proto_near,723.3950484,log_proto_near,0.000895235
CEL_baseline_128-0-2,-1,proto_near,171.0186839,log_proto_near,0.818957477
CEL_baseline_129-0-3,-1,proto_near,41.61773274,log_proto_near,-2.301404058
CEL_baseline_130-0-3,-1,proto_near,561.5776566,log_proto_near,-0.126767691
CEL_baseline_131-0-4,-1,proto_near,361.3364471,log_proto_near,-0.514723107
CEL_baseline_133-0-2,-1,proto_near,210.3687319,log_proto_near,-0.170996272
CEL_baseline_134-0-4,-1,proto_near,426.7825265,log_proto_near,-0.256322658
CEL_baseline_135-0-4,-1,proto_near,287.954835,log_proto_near,-0.651701084
CEL_baseline_137-0-4,-1,proto_near,321.9619506,log_proto_near,-0.414134031
CEL_baseline_162-0-2,-1,proto_near,259.2603382,log_proto_near,-1.255075794
CEL_baseline_165-0-4,-1,proto_near,309.0092215,log_proto_near,-0.78905361
CEL_baseline_166-0-4,-1,proto_near,457.4811565,log_proto_near,-0.214257524
CEL_baseline_167-0-6,-1,proto_near,135.8318518,log_proto_near,-0.344688011
CEL_baseline_168-0-2,-1,proto_near,663.0803412,log_proto_near,-0.046615223
CEL_baseline_169-0-2,-1,proto_near,450.5300175,log_proto_near,-0.16477393
CEL_baseline_170-0-3,-1,proto_near,169.557831,log_proto_near,-0.064703533
CEL_baseline_171-0-4,-1,proto_near,277.8260875,log_proto_near,-0.459696787
CEL_baseline_172-0-4,-1,proto_near,617.7027594,log_proto_near,-0.142591098
CEL_baseline_173-0-3,-1,proto_near,244.9292066,log_proto_near,-0.01618601
CEL_baseline_176-0-7,-1,proto_near,131.6432964,log_proto_near,-1.196100609
CEL_baseline_177-0-2,-1,proto_near,312.3592966,log_proto_near,-0.777620367
CEL_baseline_179-0-3,-1,proto_near,498.8113368,log_proto_near,0.207017761
CEL_baseline_181-0-2,-1,proto_near,517.6760028,log_proto_near,-0.301500949
CEL_baseline_182-0-2,-1,proto_near,22.50194504,log_proto_near,-3.724844533
CEL_baseline_183-0-4,-1,proto_near,146.7764508,log_proto_near,-1.753770427
CEL_baseline_184-0-6,-1,proto_near,301.9355318,log_proto_near,0.147307015
CEL_baseline_185-0-5,-1,proto_near,354.9846121,log_proto_near,-0.195832909
CEL_baseline_186-0-4,-1,proto_near,278.1818652,log_proto_near,-0.267141612
CEL_baseline_187-0-4,-1,proto_near,804.3856985,log_proto_near,-0.291014535
CEL_baseline_188-0-5,-1,proto_near,605.6547774,log_proto_near,0.125804102
CEL_baseline_189-0-3,-1,proto_near,374.6578007,log_proto_near,0.022054672
CEL_baseline_191-0-5,-1,proto_near,290.070648,log_proto_near,-0.11038666
CEL_baseline_193-0-8,-1,proto_near,389.8289679,log_proto_near,-1.007180238
CEL_baseline_195-0-7,-1,proto_near,353.2775076,log_proto_near,-0.283526497
CEL_baseline_196-0-5,-1,proto_near,284.2630059,log_proto_near,-0.770991334
CEL_baseline_197-0-6,-1,proto_near,45.94351637,log_proto_near,-1.380411601
CEL_retention_101-1-2,1,proto_near,31.31109944,log_proto_near,-2.796732978
CEL_retention_103-1-2,1,proto_near,155.9045713,log_proto_near,0.645702216
CEL_retention_106-1-2,1,proto_near,20.82285492,log_proto_near,-3.049262205
CEL_retention_107-1-4,1,proto_near,168.5346109,log_proto_near,-1.454074215
