"","RT","label_cond","label","second_stim","first_stim","first_stim_cat","block","third_stim","isRight","subjCode"
"3052",760.5750001,0.5,"gek","square_2","circle_6","C",3,"circle_6",1,49
"3053",645.69,0.5,"gek","square_7","circle_2","C",3,"circle_2",1,49
"3054",782.05,0.5,"gek","circle_4","circle_4","C",3,"square_5",1,49
"3055",822.4549999,0.5,"talp","square_4","square_4","S",3,"circle_5",1,49
"3056",823.74,0.5,"talp","circle_7","square_5","S",3,"square_5",1,49
"3057",748.0200001,0.5,"gek","circle_5","circle_5","C",3,"square_3",1,49
"3058",505.275,0.5,"talp","square_7","square_7","S",3,"circle_4",1,49
"3059",467.4999999,0.5,"talp","circle_4","square_3","S",3,"square_3",1,49
"3060",477.7899999,0.5,"gek","circle_6","circle_6","C",3,"square_6",1,49
"3061",668.235,0.5,"gek","circle_2","circle_2","C",3,"square_5",1,49
"3062",1254.4,0.5,"gek","square_4","circle_3","C",3,"circle_3",1,49
"3063",524.51,0.5,"gek","circle_2","circle_2","C",3,"square_3",1,49
"3064",469.1649999,0.5,"gek","circle_7","circle_7","C",3,"square_4",1,49
"3065",639.1950001,0.5,"talp","circle_5","square_5","S",3,"square_5",1,49
"3066",576.15,0.5,"talp","circle_4","square_6","S",3,"square_6",1,49
"3067",552.69,0.5,"talp","circle_3","square_6","S",3,"square_6",1,49
"3068",541.0800001,0.5,"gek","circle_7","circle_7","C",3,"square_7",1,49
"3069",429.225,0.5,"talp","circle_4","square_2","S",3,"square_2",1,49
"3070",1336.725,0.5,"gek","square_5","circle_6","C",3,"circle_6",1,49
"3071",546.0300001,0.5,"gek","square_6","circle_5","C",3,"circle_5",1,49
"3072",589.2,0.5,"talp","circle_3","square_5","S",3,"square_5",1,49
"3073",508.87,0.5,"gek","circle_7","circle_7","C",3,"square_3",1,49
"3074",690.27,0.5,"talp","square_2","square_2","S",3,"circle_2",1,49
"3075",704.865,0.5,"talp","circle_5","square_2","S",3,"square_2",1,49
"3076",738.04,0.5,"gek","square_3","circle_3","C",3,"circle_3",1,49
"3077",653.895,0.5,"talp","circle_7","square_6","S",3,"square_6",1,49
"3078",619.33,0.5,"gek","circle_7","circle_7","C",3,"square_2",1,49
"3079",1758,0.5,"talp","square_2","square_2","S",1,"circle_2",1,38
"3080",1569,0.5,"talp","circle_6","square_2","S",1,"square_2",1,38
"3081",1654,0.5,"talp","square_6","square_6","S",1,"circle_2",1,38
"3082",1001,0.5,"gek","square_2","circle_5","C",1,"circle_5",1,38
"3083",593,0.5,"gek","square_3","circle_5","C",1,"circle_5",1,38
"3084",752,0.5,"gek","circle_4","circle_4","C",1,"square_5",1,38
"3085",700,0.5,"gek","circle_6","circle_6","C",1,"square_5",1,38
"3086",900,0.5,"talp","square_4","square_4","S",1,"circle_5",1,38
"3087",624,0.5,"talp","circle_2","square_7","S",1,"square_7",1,38
"3088",374,0.5,"talp","circle_5","square_5","S",1,"square_5",1,38
"3089",667,0.5,"gek","square_5","circle_7","C",1,"circle_7",1,38
"3090",1134,0.5,"talp","square_6","square_6","S",1,"circle_5",1,38
"3091",893,0.5,"gek","circle_7","circle_7","C",1,"square_2",1,38
"3092",483,0.5,"gek","square_2","circle_4","C",1,"circle_4",1,38
"3093",1645,0.5,"talp","square_7","square_7","S",1,"circle_7",1,38
"3094",462,0.5,"gek","square_3","circle_3","C",1,"circle_3",1,38
"3095",726,0.5,"gek","circle_3","circle_3","C",1,"square_6",1,38
"3096",489,0.5,"talp","circle_3","square_2","S",1,"square_2",1,38
"3097",530,0.5,"gek","circle_2","circle_2","C",1,"square_3",1,38
"3098",630,0.5,"talp","circle_3","square_4","S",1,"square_4",0,38
"3099",425,0.5,"talp","circle_4","square_4","S",1,"square_4",1,38
"3100",462,0.5,"talp","circle_2","square_4","S",1,"square_4",1,38
"3101",685,0.5,"gek","square_4","circle_6","C",1,"circle_6",1,38
"3102",700,0.5,"gek","circle_4","circle_4","C",1,"square_7",1,38
"3103",775,0.5,"gek","square_5","circle_2","C",1,"circle_2",1,38
"3104",1917,0.5,"gek","circle_7","circle_7","C",1,"square_3",1,38
"3105",532,0.5,"talp","circle_4","square_6","S",1,"square_6",1,38
"3106",550,0.5,"talp","square_3","square_3","S",1,"circle_4",1,38
"3107",591,0.5,"gek","circle_7","circle_7","C",1,"square_4",1,38
"3108",454,0.5,"gek","square_7","circle_5","C",1,"circle_5",1,38
"3109",558,0.5,"gek","circle_6","circle_6","C",1,"square_3",1,38
"3110",409,0.5,"talp","circle_3","square_7","S",1,"square_7",1,38
"3111",1558,0.5,"gek","square_6","circle_7","C",1,"circle_7",0,38
"3112",1323,0.5,"talp","square_7","square_7","S",1,"circle_6",1,38
"3113",1725,0.5,"talp","square_5","square_5","S",1,"circle_3",1,38
"3114",618,0.5,"gek","circle_2","circle_2","C",2,"square_7",1,38
"3115",1315,0.5,"talp","square_5","square_5","S",2,"circle_5",1,38
"3116",621,0.5,"gek","square_3","circle_4","C",2,"circle_4",1,38
"3117",1108,0.5,"gek","circle_3","circle_3","C",2,"square_4",1,38
"3118",596,0.5,"gek","circle_4","circle_4","C",2,"square_2",1,38
"3119",1035,0.5,"gek","circle_5","circle_5","C",2,"square_6",1,38
"3120",771,0.5,"talp","square_2","square_2","S",2,"circle_3",1,38
"3121",1449,0.5,"talp","square_6","square_6","S",2,"circle_2",1,38
"3122",847,0.5,"talp","square_5","square_5","S",2,"circle_7",1,38
"3123",850,0.5,"gek","square_3","circle_3","C",2,"circle_3",1,38
"3124",585,0.5,"talp","square_3","square_3","S",2,"circle_6",1,38
"3125",916,0.5,"gek","square_5","circle_2","C",2,"circle_2",1,38
"3126",489,0.5,"gek","square_5","circle_3","C",2,"circle_3",1,38
"3127",141,0.5,"gek","circle_4","circle_4","C",2,"square_5",0,38
"3128",1963,0.5,"talp","square_6","square_6","S",2,"circle_6",1,38
"3129",514,0.5,"gek","square_6","circle_4","C",2,"circle_4",1,38
"3130",535,0.5,"gek","square_6","circle_3","C",2,"circle_3",1,38
"3131",1029,0.5,"talp","square_7","square_7","S",2,"circle_7",1,38
"3132",917,0.5,"talp","square_4","square_4","S",2,"circle_7",1,38
"3133",513,0.5,"gek","square_3","circle_5","C",2,"circle_5",1,38
"3134",536,0.5,"gek","square_4","circle_4","C",2,"circle_4",1,38
"3135",708,0.5,"talp","circle_7","square_3","S",2,"square_3",1,38
"3136",1249,0.5,"gek","circle_5","circle_5","C",2,"square_2",1,38
"3137",434,0.5,"gek","circle_7","circle_7","C",2,"square_6",1,38
"3138",520,0.5,"gek","square_7","circle_3","C",2,"circle_3",1,38
"3139",608,0.5,"talp","square_2","square_2","S",2,"circle_6",1,38
"3140",1523,0.5,"talp","circle_2","square_3","S",2,"square_3",1,38
"3141",1108,0.5,"talp","square_4","square_4","S",2,"circle_6",1,38
"3142",534,0.5,"talp","circle_6","square_7","S",2,"square_7",1,38
"3143",573,0.5,"gek","square_2","circle_7","C",2,"circle_7",1,38
"3144",494,0.5,"talp","square_7","square_7","S",2,"circle_5",1,38
"3145",530,0.5,"talp","circle_5","square_4","S",2,"square_4",1,38
"3146",446,0.5,"talp","circle_2","square_2","S",2,"square_2",1,38
"3147",579,0.5,"gek","circle_5","circle_5","C",3,"square_7",1,38
"3148",769,0.5,"talp","square_4","square_4","S",3,"circle_6",1,38
"3149",655,0.5,"talp","square_2","square_2","S",3,"circle_3",1,38
"3150",622,0.5,"talp","circle_6","square_3","S",3,"square_3",1,38
"3151",2409,0.5,"gek","square_2","circle_6","C",3,"circle_6",1,38
"3152",1084,0.5,"gek","square_7","circle_2","C",3,"circle_2",1,38
"3153",551,0.5,"gek","circle_4","circle_4","C",3,"square_5",1,38
"3154",549,0.5,"talp","square_4","square_4","S",3,"circle_5",1,38
"3155",800,0.5,"talp","circle_7","square_5","S",3,"square_5",1,38
"3156",449,0.5,"gek","circle_5","circle_5","C",3,"square_3",1,38
"3157",476,0.5,"talp","square_7","square_7","S",3,"circle_4",1,38
"3158",418,0.5,"talp","circle_4","square_3","S",3,"square_3",1,38
"3159",622,0.5,"gek","circle_6","circle_6","C",3,"square_6",1,38
"3160",667,0.5,"gek","circle_2","circle_2","C",3,"square_5",1,38
"3161",2013,0.5,"gek","square_4","circle_3","C",3,"circle_3",1,38
"3162",590,0.5,"gek","circle_2","circle_2","C",3,"square_3",1,38
"3163",533,0.5,"gek","circle_7","circle_7","C",3,"square_4",1,38
"3164",546,0.5,"talp","circle_5","square_5","S",3,"square_5",1,38
"3165",579,0.5,"talp","circle_4","square_6","S",3,"square_6",1,38
"3166",481,0.5,"talp","circle_3","square_6","S",3,"square_6",1,38
"3167",483,0.5,"gek","circle_7","circle_7","C",3,"square_7",1,38
"3168",502,0.5,"talp","circle_4","square_2","S",3,"square_2",1,38
"3169",1063,0.5,"gek","square_5","circle_6","C",3,"circle_6",1,38
"3170",587,0.5,"gek","square_6","circle_5","C",3,"circle_5",1,38
"3171",915,0.5,"talp","circle_3","square_5","S",3,"square_5",1,38
"3172",618,0.5,"gek","circle_7","circle_7","C",3,"square_3",1,38
"3173",655,0.5,"talp","square_2","square_2","S",3,"circle_2",1,38
"3174",570,0.5,"talp","circle_5","square_2","S",3,"square_2",1,38
"3175",534,0.5,"gek","square_3","circle_3","C",3,"circle_3",1,38
"3176",672,0.5,"talp","circle_7","square_6","S",3,"square_6",1,38
"3177",709,0.5,"gek","circle_7","circle_7","C",3,"square_2",1,38
"3178",982.145,0.5,"gek","square_7","square_7","S",1,"circle_3",1,54
"3179",1116.845,0.5,"talp","square_6","circle_3","C",1,"circle_3",1,54
"3180",2005.085,0.5,"talp","square_3","circle_6","C",1,"circle_6",1,54
"3181",750.22,0.5,"gek","square_5","square_5","S",1,"circle_7",1,54
"3182",778.515,0.5,"gek","circle_5","square_6","S",1,"square_6",1,54
"3183",833.275,0.5,"gek","circle_7","square_6","S",1,"square_6",1,54
"3184",809.895,0.5,"talp","circle_2","circle_2","C",1,"square_4",1,54
"3185",624.02,0.5,"talp","circle_6","circle_6","C",1,"square_6",1,54
"3186",652.32,0.5,"talp","circle_5","circle_5","C",1,"square_4",1,54
"3187",625.72,0.5,"talp","square_2","circle_5","C",1,"circle_5",1,54
"3188",582.765,0.5,"gek","square_5","square_5","S",1,"circle_4",1,54
"3189",524.295,0.5,"gek","square_5","square_5","S",1,"circle_5",1,54
"3190",1872.315,0.5,"gek","circle_5","square_7","S",1,"square_7",0,54
"3191",1276.3,0.5,"talp","square_7","circle_7","C",1,"circle_7",1,54
"3192",685.38,0.5,"gek","circle_4","square_2","S",1,"square_2",1,54
"3193",758.07,0.5,"talp","circle_3","circle_3","C",1,"square_3",1,54
"3194",827.745,0.5,"gek","square_3","square_3","S",1,"circle_2",1,54
"3195",547.11,0.5,"gek","circle_2","square_6","S",1,"square_6",1,54
"3196",534.71,0.5,"gek","square_4","square_4","S",1,"circle_6",1,54
"3197",727.835,0.5,"talp","square_2","circle_3","C",1,"circle_3",1,54
"3198",617.92,0.5,"talp","circle_4","circle_4","C",1,"square_4",1,54
"3199",655.435,0.5,"gek","circle_3","square_5","S",1,"square_5",1,54
"3200",553.845,0.5,"gek","square_4","square_4","S",1,"circle_3",1,54
"3201",547.955,0.5,"talp","square_7","circle_4","C",1,"circle_4",1,54
"3202",862.285,0.5,"talp","square_2","circle_7","C",1,"circle_7",1,54
"3203",546.165,0.5,"talp","square_5","circle_6","C",1,"circle_6",1,54
"3204",536.755,0.5,"talp","circle_6","circle_6","C",1,"square_2",1,54
"3205",540.05,0.5,"gek","square_4","square_4","S",1,"circle_7",1,54
"3206",697.37,0.5,"gek","circle_4","square_3","S",1,"square_3",1,54
"3207",497.73,0.5,"talp","circle_6","circle_6","C",1,"square_7",1,54
"3208",667.035,0.5,"gek","square_3","square_3","S",1,"circle_7",1,54
"3209",663.435,0.5,"gek","square_7","square_7","S",1,"circle_2",1,54
"3210",648.455,0.5,"talp","square_6","circle_4","C",1,"circle_4",1,54
"3211",742.98,0.5,"talp","square_3","circle_5","C",1,"circle_5",1,54
"3212",804.415,0.5,"talp","square_7","circle_3","C",2,"circle_3",1,54
"3213",648.36,0.5,"talp","circle_2","circle_2","C",2,"square_7",1,54
"3214",638.56,0.5,"gek","circle_5","square_3","S",2,"square_3",1,54
"3215",538.925,0.5,"gek","square_5","square_5","S",2,"circle_2",1,54
"3216",733.12,0.5,"gek","circle_7","square_6","S",2,"square_6",1,54
"3217",545.455,0.5,"gek","square_3","square_3","S",2,"circle_6",1,54
"3218",577.965,0.5,"talp","circle_7","circle_7","C",2,"square_3",1,54
"3219",545.705,0.5,"gek","square_7","square_7","S",2,"circle_5",1,54
"3220",691.92,0.5,"talp","square_5","circle_3","C",2,"circle_3",1,54
"3221",634.585,0.5,"gek","circle_5","square_5","S",2,"square_5",1,54
"3222",676.41,0.5,"talp","circle_5","circle_5","C",2,"square_4",1,54
"3223",914.35,0.5,"gek","square_7","square_7","S",2,"circle_7",1,54
"3224",648.935,0.5,"talp","square_6","circle_2","C",2,"circle_2",1,54
"3225",775.23,0.5,"talp","square_3","circle_3","C",2,"circle_3",1,54
"3226",624.295,0.5,"gek","circle_4","square_5","S",2,"square_5",1,54
"3227",554.255,0.5,"gek","square_7","square_7","S",2,"circle_6",1,54
"3228",650.47,0.5,"talp","circle_4","circle_4","C",2,"square_3",1,54
"3229",662.59,0.5,"gek","circle_5","square_2","S",2,"square_2",1,54
"3230",495.78,0.5,"gek","square_5","square_5","S",2,"circle_6",1,54
"3231",667.59,0.5,"talp","circle_7","circle_7","C",2,"square_2",1,54
"3232",725.76,0.5,"gek","circle_4","square_6","S",2,"square_6",1,54
"3233",577.42,0.5,"gek","square_2","square_2","S",2,"circle_2",1,54
"3234",738.995,0.5,"gek","circle_3","square_2","S",2,"square_2",1,54
"3235",799.32,0.5,"talp","square_2","circle_6","C",2,"circle_6",1,54
"3236",804.3,0.5,"talp","square_4","circle_2","C",2,"circle_2",1,54
"3237",779.165,0.5,"talp","circle_4","circle_4","C",2,"square_7",1,54
"3238",612.59,0.5,"talp","square_2","circle_4","C",2,"circle_4",1,54
"3239",663.62,0.5,"talp","square_4","circle_7","C",2,"circle_7",1,54
"3240",1021.53,0.5,"talp","circle_6","circle_6","C",2,"square_6",1,54
"3241",604.895,0.5,"talp","square_6","circle_3","C",2,"circle_3",1,54
"3242",2272.12,0.5,"gek","circle_6","square_4","S",2,"square_4",0,54
"3243",697.67,0.5,"gek","square_3","square_3","S",2,"circle_2",1,54
"3244",693.04,0.5,"talp","circle_7","circle_7","C",3,"square_5",1,54
"3245",530.4,0.5,"talp","square_3","circle_2","C",3,"circle_2",1,54
"3246",711.495,0.5,"gek","circle_6","square_6","S",3,"square_6",1,54
"3247",560.39,0.5,"talp","circle_2","circle_2","C",3,"square_5",1,54
"3248",984.125,0.5,"gek","circle_5","square_7","S",3,"square_7",1,54
"3249",640.145,0.5,"talp","square_6","circle_2","C",3,"circle_2",1,54
"3250",715.2,0.5,"gek","square_4","square_4","S",3,"circle_4",1,54
"3251",961.235,0.5,"gek","square_2","square_2","S",3,"circle_5",1,54
"3252",718.39,0.5,"gek","square_3","square_3","S",3,"circle_3",1,54
"3253",602.135,0.5,"gek","square_2","square_2","S",3,"circle_4",1,54
"3254",601.69,0.5,"gek","square_6","square_6","S",3,"circle_5",1,54
"3255",750.925,0.5,"talp","circle_5","circle_5","C",3,"square_3",1,54
"3256",690.15,0.5,"talp","square_2","circle_2","C",3,"circle_2",1,54
"3257",579.455,0.5,"gek","square_6","square_6","S",3,"circle_4",1,54
"3258",810.05,0.5,"gek","circle_6","square_4","S",3,"square_4",1,54
"3259",808.005,0.5,"talp","square_5","circle_3","C",3,"circle_3",1,54
"3260",685.655,0.5,"gek","circle_7","square_7","S",3,"square_7",1,54
"3261",595.43,0.5,"talp","circle_7","circle_7","C",3,"square_2",1,54
"3262",552.91,0.5,"talp","square_3","circle_4","C",3,"circle_4",1,54
"3263",572.265,0.5,"gek","circle_7","square_3","S",3,"square_3",1,54
"3264",537.295,0.5,"talp","circle_4","circle_4","C",3,"square_5",1,54
"3265",550.74,0.5,"gek","square_5","square_5","S",3,"circle_6",1,54
"3266",525.165,0.5,"talp","circle_2","circle_2","C",3,"square_4",1,54
"3267",682.17,0.5,"talp","square_4","circle_3","C",3,"circle_3",1,54
"3268",717.97,0.5,"talp","circle_6","circle_6","C",3,"square_2",1,54
"3269",499.015,0.5,"gek","square_5","square_5","S",3,"circle_5",1,54
"3270",509.64,0.5,"gek","circle_4","square_7","S",3,"square_7",1,54
"3271",619.295,0.5,"gek","circle_7","square_6","S",3,"square_6",1,54
"3272",500.595,0.5,"talp","circle_5","circle_5","C",3,"square_4",1,54
"3273",491.205,0.5,"gek","circle_3","square_7","S",3,"square_7",1,54
"3274",478.095,0.5,"talp","circle_3","circle_3","C",3,"square_2",1,54
"3275",549.795,0.5,"gek","circle_6","square_7","S",3,"square_7",1,54
"3276",540.38,0.5,"talp","circle_2","circle_2","C",3,"square_7",1,54
"3277",502.84,0.5,"talp","square_3","circle_6","C",3,"circle_6",1,54
"3278",4448.415,0.5,"talp","circle_5","circle_5","C",1,"square_5",1,NA
"3279",8397.63,0.5,"talp","circle_5","circle_5","C",1,"square_7",1,NA
"3280",1835.855,0.5,"gek","square_6","square_6","S",1,"circle_2",1,NA
"3281",15989.21,0.5,"gek","circle_7","square_7","S",1,"square_7",1,NA
"3282",1912.66,0.5,"gek","circle_4","square_6","S",1,"square_6",1,NA
"3283",1410.67,0.5,"gek","square_6","square_6","S",1,"circle_7",1,NA
"3284",2313.39,0.5,"gek","circle_4","square_5","S",1,"square_5",1,NA
"3285",820.0750001,0.5,"talp","circle_4","circle_4","C",1,"square_2",1,NA
"3286",1579.885,0.5,"talp","circle_5","circle_5","C",1,"square_2",0,NA
"3287",1522.995,0.5,"gek","circle_7","square_5","S",1,"square_5",1,NA
"3288",931.4850001,0.5,"gek","square_6","square_6","S",1,"circle_3",1,NA
"3289",877.72,0.5,"gek","square_3","square_3","S",1,"circle_6",1,NA
"3290",1967.02,0.5,"talp","square_3","circle_7","C",1,"circle_7",1,NA
"3291",1041.295,0.5,"gek","circle_5","square_3","S",1,"square_3",1,NA
"3292",817.3600001,0.5,"talp","square_7","circle_3","C",1,"circle_3",1,NA
"3293",835.755,0.5,"talp","square_4","circle_7","C",1,"circle_7",1,NA
"3294",873.775,0.5,"talp","square_5","circle_2","C",1,"circle_2",1,NA
"3295",655.29,0.5,"gek","square_2","square_2","S",1,"circle_3",1,NA
"3296",736.4150001,0.5,"gek","circle_3","square_3","S",1,"square_3",1,NA
"3297",1264.395,0.5,"gek","square_4","square_4","S",1,"circle_5",1,NA
"3298",1349.91,0.5,"talp","square_4","circle_3","C",1,"circle_3",0,NA
"3299",682.3400001,0.5,"talp","square_5","circle_6","C",1,"circle_6",1,NA
"3300",1504.415,0.5,"gek","circle_7","square_2","S",1,"square_2",1,NA
"3301",693.4099999,0.5,"talp","circle_6","circle_6","C",1,"square_4",1,NA
"3302",1311.98,0.5,"gek","circle_2","square_7","S",1,"square_7",0,NA
"3303",1539.395,0.5,"gek","circle_4","square_4","S",1,"square_4",1,NA
"3304",665.94,0.5,"talp","circle_5","circle_5","C",1,"square_6",1,NA
"3305",817.555,0.5,"talp","circle_2","circle_2","C",1,"square_2",1,NA
"3306",692.655,0.5,"gek","circle_6","square_7","S",1,"square_7",1,NA
"3307",1037.875,0.5,"talp","circle_2","circle_2","C",1,"square_3",1,NA
"3308",910.9349999,0.5,"talp","square_3","circle_4","C",1,"circle_4",1,NA
"3309",2041.13,0.5,"talp","circle_2","circle_2","C",1,"square_4",0,NA
"3310",970.615,0.5,"talp","square_5","circle_3","C",2,"circle_3",1,NA
"3311",1599.595,0.5,"gek","square_3","square_3","S",2,"circle_4",1,NA
"3312",805.9599999,0.5,"gek","circle_4","square_5","S",2,"square_5",1,NA
"3313",2071.075,0.5,"talp","circle_3","circle_3","C",2,"square_2",1,NA
"3314",1009.625,0.5,"gek","circle_2","square_5","S",2,"square_5",1,NA
"3315",6894.6,0.5,"talp","square_4","circle_6","C",2,"circle_6",1,NA
"3316",994.785,0.5,"gek","square_4","square_4","S",2,"circle_7",1,NA
"3317",1988.37,0.5,"gek","square_3","square_3","S",2,"circle_6",1,NA
"3318",815.5799999,0.5,"talp","circle_7","circle_7","C",2,"square_2",0,NA
"3319",603.5300001,0.5,"talp","circle_5","circle_5","C",2,"square_6",1,NA
"3320",814.13,0.5,"talp","circle_4","circle_4","C",2,"square_2",1,NA
"3321",328.52,0.5,"talp","square_7","circle_7","C",2,"circle_7",0,NA
"3322",1056.125,0.5,"gek","square_4","square_4","S",2,"circle_3",1,NA
"3323",997.15,0.5,"gek","square_3","square_3","S",2,"circle_5",1,NA
"3324",706.28,0.5,"talp","square_6","circle_6","C",2,"circle_6",1,NA
"3325",825.74,0.5,"gek","circle_7","square_6","S",2,"square_6",1,NA
"3326",614.18,0.5,"talp","circle_6","circle_6","C",2,"square_2",1,NA
"3327",4394.17,0.5,"talp","square_7","circle_6","C",2,"circle_6",1,NA
"3328",1732.335,0.5,"gek","square_7","square_7","S",2,"circle_3",1,NA
"3329",681.685,0.5,"talp","circle_6","circle_6","C",2,"square_5",1,NA
"3330",1370.795,0.5,"gek","circle_2","square_4","S",2,"square_4",1,NA
"3331",1113.915,0.5,"talp","square_2","circle_5","C",2,"circle_5",1,NA
"3332",2891.175,0.5,"talp","circle_4","circle_4","C",2,"square_7",1,NA
"3333",547.45,0.5,"gek","square_2","square_2","S",2,"circle_2",0,NA
"3334",827.785,0.5,"talp","square_5","circle_7","C",2,"circle_7",1,NA
"3335",830.005,0.5,"talp","square_4","circle_4","C",2,"circle_4",1,NA
"3336",1187.36,0.5,"gek","square_3","square_3","S",2,"circle_2",1,NA
"3337",1208.26,0.5,"gek","circle_5","square_5","S",2,"square_5",1,NA
"3338",1292.33,0.5,"gek","square_7","square_7","S",2,"circle_5",1,NA
"3339",1517.5,0.5,"gek","square_7","square_7","S",2,"circle_2",1,NA
"3340",989.645,0.5,"talp","circle_3","circle_3","C",2,"square_3",0,NA
"3341",1063.3,0.5,"talp","square_6","circle_4","C",2,"circle_4",1,NA
"3342",1895.78,0.5,"talp","square_5","circle_5","C",3,"circle_5",1,NA
"3343",5822.275,0.5,"talp","circle_6","circle_6","C",3,"square_2",1,NA
"3344",787.52,0.5,"talp","circle_7","circle_7","C",3,"square_3",1,NA
"3345",736.8,0.5,"gek","circle_3","square_2","S",3,"square_2",1,NA
"3346",1759.445,0.5,"talp","circle_3","circle_3","C",3,"square_6",1,NA
"3347",1342.7,0.5,"gek","circle_6","square_4","S",3,"square_4",1,NA
"3348",770.91,0.5,"talp","square_5","circle_3","C",3,"circle_3",1,NA
"3349",709.6200001,0.5,"talp","circle_4","circle_4","C",3,"square_3",1,NA
"3350",503.195,0.5,"talp","square_4","circle_4","C",3,"circle_4",0,NA
"3351",5813.835,0.5,"gek","square_7","square_7","S",3,"circle_6",1,NA
"3352",1500.71,0.5,"talp","square_5","circle_7","C",3,"circle_7",1,NA
"3353",4873.3,0.5,"talp","square_2","circle_5","C",3,"circle_5",1,NA
"3354",3802.745,0.5,"talp","square_6","circle_4","C",3,"circle_4",1,NA
"3355",847.0900001,0.5,"talp","circle_6","circle_6","C",3,"square_3",1,NA
"3356",1202.54,0.5,"gek","circle_4","square_5","S",3,"square_5",1,NA
"3357",845.16,0.5,"gek","circle_6","square_6","S",3,"square_6",1,NA
"3358",992.4550001,0.5,"gek","square_2","square_2","S",3,"circle_4",1,NA
"3359",961.9849999,0.5,"gek","circle_2","square_4","S",3,"square_4",1,NA
"3360",695.2749999,0.5,"talp","circle_7","circle_7","C",3,"square_4",1,NA
"3361",1202.14,0.5,"gek","square_5","square_5","S",3,"circle_6",1,NA
"3362",1152.905,0.5,"gek","square_6","square_6","S",3,"circle_2",1,NA
"3363",1518.73,0.5,"talp","circle_7","circle_7","C",3,"square_2",1,NA
"3364",817.3550001,0.5,"gek","square_5","square_5","S",3,"circle_2",1,NA
"3365",1369.855,0.5,"talp","circle_5","circle_5","C",3,"square_6",0,NA
"3366",1098.84,0.5,"gek","circle_7","square_6","S",3,"square_6",1,NA
"3367",1149.065,0.5,"gek","square_2","square_2","S",3,"circle_2",1,NA
"3368",768.835,0.5,"gek","square_7","square_7","S",3,"circle_7",1,NA
"3369",816.245,0.5,"talp","circle_5","circle_5","C",3,"square_7",1,NA
"3370",1342,0.5,"gek","circle_3","square_4","S",3,"square_4",1,NA
"3371",1981.25,0.5,"gek","circle_3","square_3","S",3,"square_3",1,NA
"3372",3396.625,0.5,"gek","square_7","square_7","S",3,"circle_4",1,NA
"3373",1437.135,0.5,"gek","square_3","square_3","S",3,"circle_5",1,NA
"3374",892.7,0.5,"gek","circle_2","square_3","S",3,"square_3",1,NA
"3375",3104.725,0.5,"talp","square_7","circle_2","C",3,"circle_2",1,NA
"3376",1746.655,0.5,"talp","square_4","circle_5","C",3,"circle_5",1,NA
"3377",1141.32,0.5,"talp","square_7","circle_3","C",3,"circle_3",1,NA
"3378",965,0.5,"talp","circle_2","square_2","S",1,"square_2",1,32
"3379",859,0.5,"gek","square_3","circle_5","C",1,"circle_5",1,32
"3380",1017,0.5,"talp","circle_4","square_4","S",1,"square_4",1,32
"3381",875,0.5,"talp","circle_5","square_5","S",1,"square_5",1,32
"3382",884,0.5,"gek","circle_5","circle_5","C",1,"square_6",1,32
"3383",1188,0.5,"gek","square_7","circle_4","C",1,"circle_4",1,32
"3384",776,0.5,"gek","square_5","circle_7","C",1,"circle_7",1,32
"3385",763,0.5,"talp","circle_7","square_2","S",1,"square_2",1,32
"3386",785,0.5,"gek","circle_3","circle_3","C",1,"square_3",1,32
"3387",764,0.5,"gek","circle_2","circle_2","C",1,"square_7",1,32
"3388",673,0.5,"gek","circle_3","circle_3","C",1,"square_6",1,32
"3389",1259,0.5,"talp","circle_4","square_3","S",1,"square_3",1,32
"3390",1194,0.5,"gek","circle_7","circle_7","C",1,"square_7",1,32
"3391",757,0.5,"talp","circle_2","square_3","S",1,"square_3",1,32
"3392",1091,0.5,"talp","square_6","square_6","S",1,"circle_6",1,32
"3393",1045,0.5,"gek","circle_5","circle_5","C",1,"square_7",1,32
"3394",4008,0.5,"talp","square_4","square_4","S",1,"circle_3",1,32
"3395",826,0.5,"talp","square_5","square_5","S",1,"circle_2",1,32
"3396",1582,0.5,"talp","circle_5","square_4","S",1,"square_4",1,32
"3397",930,0.5,"gek","circle_6","circle_6","C",1,"square_5",1,32
"3398",678,0.5,"gek","square_6","circle_2","C",1,"circle_2",1,32
"3399",555,0.5,"gek","square_4","circle_7","C",1,"circle_7",1,32
"3400",785,0.5,"gek","square_2","circle_3","C",1,"circle_3",1,32
"3401",699,0.5,"gek","circle_5","circle_5","C",1,"square_2",1,32
"3402",792,0.5,"gek","square_7","circle_3","C",1,"circle_3",1,32
"3403",682,0.5,"talp","circle_4","square_5","S",1,"square_5",0,32
"3404",955,0.5,"gek","circle_3","circle_3","C",1,"square_5",1,32
"3405",1099,0.5,"talp","square_6","square_6","S",1,"circle_7",1,32
"3406",1209,0.5,"talp","square_3","square_3","S",1,"circle_6",1,32
"3407",849,0.5,"talp","circle_6","square_7","S",1,"square_7",1,32
"3408",637,0.5,"gek","circle_4","circle_4","C",1,"square_2",1,32
"3409",1375,0.5,"talp","circle_4","square_6","S",1,"square_6",1,32
"3410",724,0.5,"talp","square_4","square_4","S",1,"circle_2",1,32
"3411",674,0.5,"gek","square_4","circle_6","C",1,"circle_6",0,32
"3412",776,0.5,"talp","square_2","square_2","S",1,"circle_6",1,32
"3413",814,0.5,"gek","circle_3","circle_3","C",2,"square_2",1,32
